,Zipcode,Stats,Below poverty level,Percent below poverty level,Total
1738,62034,Estimate,992.0,7.5,13212.0
1739,62034,Margin of Error,341.0,2.6,581.0
1740,62035,Estimate,1680.0,10.2,16415.0
1741,62035,Margin of Error,476.0,2.8,662.0
1742,62036,Estimate,27.0,4.2,644.0
1743,62036,Margin of Error,24.0,4.2,157.0
1744,62037,Estimate,277.0,15.6,1779.0
1745,62037,Margin of Error,126.0,6.3,289.0
1746,62040,Estimate,6923.0,16.4,42166.0
1747,62040,Margin of Error,947.0,2.2,637.0
1748,62044,Estimate,327.0,13.2,2472.0
1749,62044,Margin of Error,151.0,5.8,249.0
1750,62045,Estimate,23.0,4.6,498.0
1751,62045,Margin of Error,32.0,6.3,180.0
1752,62046,Estimate,14.0,1.9,748.0
1753,62046,Margin of Error,19.0,2.5,143.0
1754,62047,Estimate,178.0,10.7,1669.0
1755,62047,Margin of Error,90.0,5.1,273.0
1756,62048,Estimate,289.0,16.3,1769.0
1757,62048,Margin of Error,139.0,7.6,282.0
1758,62049,Estimate,856.0,15.0,5689.0
1759,62049,Margin of Error,461.0,7.1,968.0
1760,62050,Estimate,60.0,17.0,352.0
1761,62050,Margin of Error,68.0,17.7,138.0
1762,62051,Estimate,160.0,21.6,740.0
1763,62051,Margin of Error,85.0,9.6,195.0
1764,62052,Estimate,956.0,7.8,12222.0
1765,62052,Margin of Error,342.0,2.8,498.0
1766,62053,Estimate,95.0,22.4,424.0
1767,62053,Margin of Error,58.0,11.8,124.0
1768,62054,Estimate,70.0,14.9,470.0
1769,62054,Margin of Error,42.0,8.1,152.0
1770,62056,Estimate,1204.0,14.2,8466.0
1771,62056,Margin of Error,369.0,4.4,258.0
1772,62058,Estimate,105.0,14.4,730.0
1773,62058,Margin of Error,53.0,6.6,151.0
1774,62059,Estimate,161.0,38.7,416.0
1775,62059,Margin of Error,103.0,21.6,170.0
1776,62060,Estimate,1243.0,32.0,3881.0
1777,62060,Margin of Error,411.0,10.0,487.0
1778,62061,Estimate,100.0,5.8,1718.0
1779,62061,Margin of Error,60.0,3.8,380.0
1780,62062,Estimate,351.0,4.4,7936.0
1781,62062,Margin of Error,203.0,2.6,250.0
1782,62063,Estimate,97.0,11.3,860.0
1783,62063,Margin of Error,69.0,7.6,173.0
1784,62065,Estimate,0.0,0.0,125.0
1785,62065,Margin of Error,12.0,22.6,123.0
1786,62067,Estimate,122.0,5.6,2172.0
1787,62067,Margin of Error,105.0,5.1,563.0
1788,62069,Estimate,323.0,10.0,3216.0
1789,62069,Margin of Error,93.0,2.8,183.0
1790,62070,Estimate,0.0,,0.0
1791,62070,Margin of Error,12.0,,12.0
1792,62074,Estimate,81.0,6.6,1223.0
1793,62074,Margin of Error,47.0,3.7,331.0
1794,62075,Estimate,549.0,15.6,3520.0
1795,62075,Margin of Error,263.0,6.5,318.0
1796,62076,Estimate,4.0,3.9,103.0
1797,62076,Margin of Error,5.0,4.4,43.0
1798,62077,Estimate,23.0,10.4,221.0
1799,62077,Margin of Error,14.0,5.9,57.0
1800,62078,Estimate,16.0,18.0,89.0
1801,62078,Margin of Error,15.0,13.5,44.0
1802,62079,Estimate,95.0,35.6,267.0
1803,62079,Margin of Error,130.0,41.4,210.0
1804,62080,Estimate,411.0,18.1,2275.0
1805,62080,Margin of Error,184.0,8.1,290.0
1806,62081,Estimate,59.0,17.8,331.0
1807,62081,Margin of Error,54.0,15.1,137.0
1808,62082,Estimate,454.0,18.9,2408.0
1809,62082,Margin of Error,168.0,6.7,242.0
1810,62083,Estimate,7.0,4.2,168.0
1811,62083,Margin of Error,10.0,7.3,106.0
1812,62084,Estimate,252.0,15.9,1582.0
1813,62084,Margin of Error,106.0,6.4,254.0
1814,62085,Estimate,39.0,24.2,161.0
1815,62085,Margin of Error,29.0,16.5,73.0
1816,62086,Estimate,126.0,10.1,1250.0
1817,62086,Margin of Error,51.0,4.1,196.0
1818,62087,Estimate,443.0,19.3,2295.0
1819,62087,Margin of Error,219.0,9.1,381.0
1820,62088,Estimate,885.0,14.1,6295.0
1821,62088,Margin of Error,394.0,6.1,317.0
1822,62089,Estimate,95.0,24.2,392.0
1823,62089,Margin of Error,51.0,9.8,115.0
1824,62090,Estimate,365.0,31.0,1178.0
1825,62090,Margin of Error,167.0,11.4,255.0
1826,62091,Estimate,132.0,29.7,444.0
1827,62091,Margin of Error,169.0,28.7,255.0
1828,62092,Estimate,313.0,11.5,2733.0
1829,62092,Margin of Error,138.0,5.0,107.0
1830,62093,Estimate,88.0,30.9,285.0
1831,62093,Margin of Error,59.0,16.1,80.0
1832,62094,Estimate,233.0,26.4,882.0
1833,62094,Margin of Error,130.0,12.5,190.0
1834,62095,Estimate,1794.0,17.6,10188.0
1835,62095,Margin of Error,537.0,5.3,188.0
1836,62097,Estimate,89.0,3.1,2868.0
1837,62097,Margin of Error,51.0,1.9,499.0
1838,62098,Estimate,0.0,0.0,15.0
1839,62098,Margin of Error,12.0,76.6,25.0
1840,62201,Estimate,3295.0,50.4,6542.0
1841,62201,Margin of Error,1138.0,11.5,1171.0
1842,62203,Estimate,1599.0,19.7,8106.0
1843,62203,Margin of Error,526.0,6.0,1188.0
1844,62204,Estimate,3243.0,39.5,8208.0
1845,62204,Margin of Error,709.0,8.4,666.0
1846,62205,Estimate,2112.0,30.2,7001.0
1847,62205,Margin of Error,651.0,8.2,882.0
1848,62206,Estimate,4757.0,32.5,14621.0
1849,62206,Margin of Error,1031.0,7.0,486.0
1850,62207,Estimate,3668.0,38.7,9475.0
1851,62207,Margin of Error,790.0,8.0,958.0
1852,62208,Estimate,1612.0,9.8,16517.0
1853,62208,Margin of Error,633.0,3.9,528.0
1854,62214,Estimate,38.0,2.6,1449.0
1855,62214,Margin of Error,23.0,1.5,224.0
1856,62215,Estimate,208.0,9.9,2091.0
1857,62215,Margin of Error,170.0,7.9,191.0
1858,62216,Estimate,85.0,3.1,2699.0
1859,62216,Margin of Error,51.0,1.9,265.0
1860,62217,Estimate,123.0,14.8,833.0
1861,62217,Margin of Error,109.0,12.5,227.0
1862,62218,Estimate,107.0,5.7,1888.0
1863,62218,Margin of Error,59.0,3.3,308.0
1864,62219,Estimate,81.0,8.1,1006.0
1865,62219,Margin of Error,57.0,5.6,220.0
1866,62220,Estimate,2007.0,11.6,17249.0
1867,62220,Margin of Error,611.0,3.5,1180.0
1868,62221,Estimate,3073.0,10.3,29829.0
1869,62221,Margin of Error,724.0,2.5,1322.0
1870,62223,Estimate,1607.0,9.9,16305.0
1871,62223,Margin of Error,410.0,2.4,1035.0
1872,62225,Estimate,173.0,3.7,4706.0
1873,62225,Margin of Error,133.0,2.9,406.0
1874,62226,Estimate,2552.0,9.1,28015.0
1875,62226,Margin of Error,607.0,2.1,1401.0
1876,62230,Estimate,230.0,3.7,6281.0
1877,62230,Margin of Error,121.0,1.9,211.0
1878,62231,Estimate,529.0,8.0,6599.0
1879,62231,Margin of Error,194.0,2.9,393.0
1880,62232,Estimate,871.0,13.9,6273.0
1881,62232,Margin of Error,313.0,5.7,741.0
1882,62233,Estimate,1086.0,17.7,6128.0
1883,62233,Margin of Error,340.0,5.2,418.0
1884,62234,Estimate,4467.0,13.7,32528.0
1885,62234,Margin of Error,889.0,2.7,818.0
1886,62236,Estimate,534.0,3.9,13859.0
1887,62236,Margin of Error,280.0,2.0,520.0
1888,62237,Estimate,277.0,12.6,2196.0
1889,62237,Margin of Error,117.0,5.0,234.0
1890,62238,Estimate,69.0,10.6,649.0
1891,62238,Margin of Error,30.0,5.2,151.0
1892,62239,Estimate,547.0,11.1,4919.0
1893,62239,Margin of Error,287.0,6.0,880.0
1894,62240,Estimate,338.0,22.5,1499.0
1895,62240,Margin of Error,194.0,8.8,677.0
1896,62241,Estimate,20.0,2.3,855.0
1897,62241,Margin of Error,26.0,3.1,215.0
1898,62242,Estimate,124.0,9.6,1292.0
1899,62242,Margin of Error,85.0,6.1,208.0
1900,62243,Estimate,417.0,7.0,5917.0
1901,62243,Margin of Error,168.0,2.8,479.0
1902,62244,Estimate,32.0,3.4,931.0
1903,62244,Margin of Error,26.0,3.1,219.0
1904,62245,Estimate,163.0,8.4,1933.0
1905,62245,Margin of Error,102.0,5.0,269.0
1906,62246,Estimate,1217.0,15.0,8116.0
1907,62246,Margin of Error,467.0,5.6,473.0
1908,62248,Estimate,13.0,3.3,399.0
1909,62248,Margin of Error,11.0,2.9,123.0
1910,62249,Estimate,888.0,5.7,15651.0
1911,62249,Margin of Error,417.0,2.7,430.0
1912,62250,Estimate,16.0,2.1,773.0
1913,62250,Margin of Error,15.0,2.0,233.0
1914,62253,Estimate,140.0,21.8,642.0
1915,62253,Margin of Error,76.0,8.7,181.0
1916,62254,Estimate,542.0,9.8,5517.0
1917,62254,Margin of Error,252.0,4.3,332.0
1918,62255,Estimate,62.0,7.0,882.0
1919,62255,Margin of Error,34.0,3.9,253.0
1920,62257,Estimate,218.0,9.7,2236.0
1921,62257,Margin of Error,118.0,5.3,325.0
1922,62258,Estimate,1000.0,10.1,9856.0
1923,62258,Margin of Error,496.0,5.0,472.0
1924,62260,Estimate,270.0,4.0,6801.0
1925,62260,Margin of Error,151.0,2.2,476.0
1926,62261,Estimate,0.0,0.0,47.0
1927,62261,Margin of Error,12.0,43.3,33.0
1928,62262,Estimate,312.0,17.0,1838.0
1929,62262,Margin of Error,152.0,7.4,332.0
1930,62263,Estimate,265.0,5.7,4634.0
1931,62263,Margin of Error,108.0,2.3,273.0
1932,62264,Estimate,363.0,11.0,3296.0
1933,62264,Margin of Error,160.0,4.8,433.0
1934,62265,Estimate,185.0,4.7,3963.0
1935,62265,Margin of Error,132.0,3.4,249.0
1936,62266,Estimate,0.0,,0.0
1937,62266,Margin of Error,12.0,,12.0
1938,62268,Estimate,30.0,3.3,909.0
1939,62268,Margin of Error,16.0,1.8,190.0
1940,62269,Estimate,1260.0,4.0,31568.0
1941,62269,Margin of Error,349.0,1.1,627.0
1942,62271,Estimate,118.0,6.2,1905.0
1943,62271,Margin of Error,75.0,3.6,245.0
1944,62272,Estimate,350.0,18.4,1900.0
1945,62272,Margin of Error,179.0,8.8,325.0
1946,62273,Estimate,37.0,21.3,174.0
1947,62273,Margin of Error,37.0,22.3,82.0
1948,62274,Estimate,1074.0,18.5,5813.0
1949,62274,Margin of Error,348.0,5.9,378.0
1950,62275,Estimate,189.0,5.6,3368.0
1951,62275,Margin of Error,69.0,2.2,333.0
1952,62277,Estimate,95.0,8.8,1079.0
1953,62277,Margin of Error,40.0,3.7,169.0
1954,62278,Estimate,590.0,9.4,6255.0
1955,62278,Margin of Error,202.0,3.3,409.0
1956,62279,Estimate,0.0,0.0,12.0
1957,62279,Margin of Error,12.0,85.6,19.0
1958,62280,Estimate,54.0,9.4,572.0
1959,62280,Margin of Error,71.0,11.5,158.0
1960,62281,Estimate,61.0,2.2,2715.0
1961,62281,Margin of Error,37.0,1.4,384.0
1962,62282,Estimate,23.0,4.8,480.0
1963,62282,Margin of Error,18.0,4.1,144.0
1964,62284,Estimate,109.0,19.5,560.0
1965,62284,Margin of Error,65.0,10.3,136.0
1966,62285,Estimate,94.0,2.0,4669.0
1967,62285,Margin of Error,117.0,2.6,512.0
1968,62286,Estimate,556.0,9.4,5937.0
1969,62286,Margin of Error,205.0,3.3,331.0
1970,62288,Estimate,187.0,6.8,2750.0
1971,62288,Margin of Error,96.0,3.4,283.0
1972,62289,Estimate,88.0,30.8,286.0
1973,62289,Margin of Error,88.0,19.7,129.0
1974,62292,Estimate,214.0,22.4,956.0
1975,62292,Margin of Error,85.0,9.1,243.0
1976,62293,Estimate,230.0,5.5,4172.0
1977,62293,Margin of Error,78.0,1.9,345.0
1978,62294,Estimate,739.0,5.4,13693.0
1979,62294,Margin of Error,357.0,2.6,527.0
1980,62295,Estimate,21.0,1.4,1454.0
1981,62295,Margin of Error,21.0,1.4,216.0
1982,62297,Estimate,104.0,25.9,402.0
1983,62297,Margin of Error,153.0,31.4,201.0
1984,62298,Estimate,453.0,2.7,16883.0
1985,62298,Margin of Error,183.0,1.1,506.0
1986,62301,Estimate,5464.0,17.8,30624.0
1987,62301,Margin of Error,979.0,3.0,870.0
1988,62305,Estimate,1411.0,7.5,18930.0
1989,62305,Margin of Error,525.0,2.7,932.0
1990,62311,Estimate,108.0,14.7,735.0
1991,62311,Margin of Error,50.0,6.8,144.0
1992,62312,Estimate,300.0,15.4,1948.0
1993,62312,Margin of Error,115.0,5.6,248.0
1994,62313,Estimate,19.0,4.6,415.0
1995,62313,Margin of Error,20.0,5.3,145.0
1996,62314,Estimate,29.0,4.7,614.0
1997,62314,Margin of Error,24.0,4.0,150.0
1998,62316,Estimate,109.0,13.9,785.0
1999,62316,Margin of Error,70.0,8.0,185.0
2000,62319,Estimate,41.0,22.2,185.0
2001,62319,Margin of Error,35.0,17.9,70.0
2002,62320,Estimate,82.0,3.4,2378.0
2003,62320,Margin of Error,38.0,1.6,408.0
2004,62321,Estimate,375.0,10.6,3531.0
2005,62321,Margin of Error,187.0,5.4,182.0
2006,62323,Estimate,11.0,5.9,188.0
2007,62323,Margin of Error,11.0,7.0,70.0
2008,62324,Estimate,212.0,17.2,1229.0
2009,62324,Margin of Error,122.0,8.7,337.0
2010,62325,Estimate,6.0,1.4,419.0
2011,62325,Margin of Error,7.0,1.5,110.0
2012,62326,Estimate,459.0,18.9,2423.0
2013,62326,Margin of Error,226.0,7.7,365.0
2014,62330,Estimate,189.0,10.5,1807.0
2015,62330,Margin of Error,63.0,3.7,293.0
2016,62334,Estimate,34.0,22.5,151.0
2017,62334,Margin of Error,35.0,18.3,60.0
2018,62336,Estimate,0.0,0.0,26.0
2019,62336,Margin of Error,12.0,58.2,19.0
2020,62338,Estimate,46.0,4.2,1090.0
2021,62338,Margin of Error,45.0,4.2,254.0
2022,62339,Estimate,98.0,11.2,874.0
2023,62339,Margin of Error,57.0,6.2,166.0
2024,62340,Estimate,318.0,17.1,1858.0
2025,62340,Margin of Error,151.0,7.0,284.0
2026,62341,Estimate,285.0,8.4,3383.0
2027,62341,Margin of Error,189.0,5.6,134.0
2028,62343,Estimate,22.0,2.7,812.0
2029,62343,Margin of Error,14.0,1.8,212.0
2030,62344,Estimate,0.0,0.0,22.0
2031,62344,Margin of Error,12.0,63.2,22.0
2032,62345,Estimate,11.0,2.7,407.0
2033,62345,Margin of Error,12.0,2.9,125.0
2034,62346,Estimate,19.0,13.0,146.0
2035,62346,Margin of Error,22.0,15.2,62.0
2036,62347,Estimate,170.0,9.8,1726.0
2037,62347,Margin of Error,167.0,9.1,311.0
2038,62348,Estimate,2.0,2.4,83.0
2039,62348,Margin of Error,3.0,3.8,27.0
2040,62349,Estimate,93.0,11.9,781.0
2041,62349,Margin of Error,67.0,8.2,150.0
2042,62351,Estimate,139.0,7.4,1875.0
2043,62351,Margin of Error,76.0,3.9,292.0
2044,62352,Estimate,135.0,42.6,317.0
2045,62352,Margin of Error,78.0,16.6,105.0
2046,62353,Estimate,393.0,12.2,3217.0
2047,62353,Margin of Error,203.0,6.1,222.0
2048,62354,Estimate,297.0,20.3,1464.0
2049,62354,Margin of Error,150.0,8.4,235.0
2050,62355,Estimate,153.0,18.6,822.0
2051,62355,Margin of Error,66.0,7.7,171.0
2052,62356,Estimate,72.0,10.4,695.0
2053,62356,Margin of Error,32.0,5.6,245.0
2054,62357,Estimate,42.0,12.5,335.0
2055,62357,Margin of Error,21.0,6.5,104.0
2056,62358,Estimate,166.0,27.6,602.0
2057,62358,Margin of Error,159.0,22.6,184.0
2058,62359,Estimate,0.0,0.0,174.0
2059,62359,Margin of Error,12.0,17.0,136.0
2060,62360,Estimate,152.0,7.8,1949.0
2061,62360,Margin of Error,83.0,4.3,403.0
2062,62361,Estimate,16.0,6.5,247.0
2063,62361,Margin of Error,17.0,6.4,82.0
2064,62362,Estimate,62.0,22.6,274.0
2065,62362,Margin of Error,37.0,12.0,70.0
2066,62363,Estimate,582.0,11.3,5137.0
2067,62363,Margin of Error,180.0,3.4,288.0
2068,62365,Estimate,49.0,8.9,549.0
2069,62365,Margin of Error,33.0,5.9,156.0
2070,62366,Estimate,383.0,22.5,1702.0
2071,62366,Margin of Error,174.0,9.4,280.0
2072,62367,Estimate,209.0,18.4,1134.0
2073,62367,Margin of Error,91.0,7.8,244.0
2074,62370,Estimate,22.0,7.7,285.0
2075,62370,Margin of Error,27.0,9.4,101.0
2076,62373,Estimate,0.0,0.0,202.0
2077,62373,Margin of Error,12.0,14.8,65.0
2078,62374,Estimate,12.0,4.0,302.0
2079,62374,Margin of Error,15.0,4.6,80.0
2080,62375,Estimate,20.0,3.5,568.0
2081,62375,Margin of Error,25.0,4.8,162.0
2082,62376,Estimate,81.0,7.6,1060.0
2083,62376,Margin of Error,58.0,5.0,170.0
2084,62378,Estimate,94.0,10.1,928.0
2085,62378,Margin of Error,69.0,7.8,300.0
2086,62379,Estimate,172.0,9.6,1800.0
2087,62379,Margin of Error,89.0,4.6,203.0
2088,62380,Estimate,269.0,52.2,515.0
2089,62380,Margin of Error,205.0,26.7,233.0
2090,62401,Estimate,2588.0,13.9,18642.0
2091,62401,Margin of Error,568.0,3.0,339.0
2092,62410,Estimate,135.0,9.8,1377.0
2093,62410,Margin of Error,52.0,3.7,262.0
2094,62411,Estimate,383.0,9.5,4048.0
2095,62411,Margin of Error,143.0,3.7,233.0
2096,62413,Estimate,0.0,0.0,299.0
2097,62413,Margin of Error,12.0,10.3,122.0
2098,62414,Estimate,216.0,12.6,1717.0
2099,62414,Margin of Error,84.0,4.8,257.0
2100,62417,Estimate,250.0,9.0,2763.0
2101,62417,Margin of Error,125.0,4.4,348.0
2102,62418,Estimate,288.0,13.7,2101.0
2103,62418,Margin of Error,123.0,5.7,295.0
2104,62419,Estimate,43.0,20.1,214.0
2105,62419,Margin of Error,29.0,11.6,61.0
2106,62420,Estimate,385.0,8.8,4388.0
2107,62420,Margin of Error,187.0,4.1,252.0
2108,62421,Estimate,33.0,6.2,536.0
2109,62421,Margin of Error,33.0,6.0,178.0
2110,62422,Estimate,214.0,20.9,1024.0
2111,62422,Margin of Error,80.0,7.1,191.0
2112,62423,Estimate,28.0,5.1,546.0
2113,62423,Margin of Error,44.0,8.9,323.0
2114,62424,Estimate,206.0,8.4,2447.0
2115,62424,Margin of Error,142.0,5.9,264.0
2116,62425,Estimate,48.0,10.3,468.0
2117,62425,Margin of Error,40.0,8.8,165.0
2118,62426,Estimate,219.0,25.8,850.0
2119,62426,Margin of Error,133.0,13.7,173.0
2120,62427,Estimate,319.0,16.3,1957.0
2121,62427,Margin of Error,205.0,10.3,347.0
2122,62428,Estimate,278.0,10.3,2699.0
2123,62428,Margin of Error,132.0,4.9,301.0
2124,62431,Estimate,116.0,12.8,903.0
2125,62431,Margin of Error,127.0,12.5,217.0
2126,62432,Estimate,22.0,2.8,783.0
2127,62432,Margin of Error,20.0,2.8,266.0
2128,62433,Estimate,171.0,17.9,956.0
2129,62433,Margin of Error,80.0,8.5,178.0
2130,62434,Estimate,5.0,1.8,283.0
2131,62434,Margin of Error,8.0,2.8,80.0
2132,62436,Estimate,37.0,6.2,598.0
2133,62436,Margin of Error,22.0,3.7,156.0
2134,62438,Estimate,74.0,22.4,331.0
2135,62438,Margin of Error,65.0,17.8,177.0
2136,62439,Estimate,1076.0,15.4,6968.0
2137,62439,Margin of Error,294.0,4.3,319.0
2138,62440,Estimate,120.0,10.6,1133.0
2139,62440,Margin of Error,62.0,5.8,276.0
2140,62441,Estimate,453.0,6.6,6822.0
2141,62441,Margin of Error,201.0,3.0,419.0
2142,62442,Estimate,423.0,15.4,2753.0
2143,62442,Margin of Error,212.0,7.0,364.0
2144,62443,Estimate,135.0,8.4,1604.0
2145,62443,Margin of Error,72.0,4.4,290.0
2146,62444,Estimate,79.0,19.9,396.0
2147,62444,Margin of Error,60.0,17.4,135.0
2148,62445,Estimate,293.0,25.8,1134.0
2149,62445,Margin of Error,213.0,16.2,255.0
2150,62446,Estimate,33.0,8.8,375.0
2151,62446,Margin of Error,50.0,12.4,102.0
2152,62447,Estimate,251.0,7.5,3354.0
2153,62447,Margin of Error,95.0,2.8,280.0
2154,62448,Estimate,689.0,13.0,5312.0
2155,62448,Margin of Error,286.0,5.5,277.0
2156,62449,Estimate,361.0,12.2,2958.0
2157,62449,Margin of Error,115.0,3.9,308.0
2158,62450,Estimate,1701.0,14.2,12014.0
2159,62450,Margin of Error,339.0,2.9,367.0
2160,62451,Estimate,170.0,8.6,1969.0
2161,62451,Margin of Error,69.0,3.3,260.0
2162,62452,Estimate,28.0,10.7,262.0
2163,62452,Margin of Error,28.0,9.7,99.0
2164,62454,Estimate,980.0,11.4,8573.0
2165,62454,Margin of Error,328.0,3.9,643.0
2166,62458,Estimate,331.0,14.9,2228.0
2167,62458,Margin of Error,218.0,9.1,291.0
2168,62459,Estimate,49.0,13.7,358.0
2169,62459,Margin of Error,42.0,10.2,136.0
2170,62460,Estimate,129.0,12.5,1030.0
2171,62460,Margin of Error,64.0,6.4,203.0
2172,62461,Estimate,53.0,7.7,688.0
2173,62461,Margin of Error,41.0,5.9,145.0
2174,62462,Estimate,16.0,1.3,1266.0
2175,62462,Margin of Error,14.0,1.1,284.0
2176,62463,Estimate,81.0,7.6,1070.0
2177,62463,Margin of Error,49.0,4.4,199.0
2178,62465,Estimate,5.0,0.6,873.0
2179,62465,Margin of Error,6.0,0.8,169.0
2180,62466,Estimate,256.0,10.2,2512.0
2181,62466,Margin of Error,112.0,3.8,492.0
2182,62467,Estimate,99.0,2.4,4168.0
2183,62467,Margin of Error,58.0,1.4,430.0
2184,62468,Estimate,292.0,12.4,2362.0
2185,62468,Margin of Error,132.0,5.4,281.0
2186,62469,Estimate,10.0,1.9,533.0
2187,62469,Margin of Error,15.0,3.2,177.0
2188,62471,Estimate,1535.0,17.5,8770.0
2189,62471,Margin of Error,390.0,4.6,467.0
2190,62473,Estimate,145.0,12.2,1189.0
2191,62473,Margin of Error,83.0,6.5,222.0
2192,62474,Estimate,39.0,5.4,719.0
2193,62474,Margin of Error,27.0,3.7,161.0
2194,62475,Estimate,65.0,11.7,555.0
2195,62475,Margin of Error,98.0,16.5,290.0
2196,62476,Estimate,132.0,8.7,1526.0
2197,62476,Margin of Error,49.0,2.9,175.0
2198,62477,Estimate,107.0,18.4,583.0
2199,62477,Margin of Error,96.0,15.7,190.0
2200,62478,Estimate,43.0,16.6,259.0
2201,62478,Margin of Error,36.0,13.1,83.0
2202,62479,Estimate,46.0,5.3,874.0
2203,62479,Margin of Error,41.0,4.9,227.0
2204,62480,Estimate,211.0,34.8,607.0
2205,62480,Margin of Error,172.0,20.9,198.0
2206,62481,Estimate,57.0,16.8,339.0
2207,62481,Margin of Error,52.0,12.9,117.0
2208,62501,Estimate,203.0,8.2,2488.0
2209,62501,Margin of Error,136.0,5.2,374.0
2210,62510,Estimate,128.0,8.5,1503.0
2211,62510,Margin of Error,61.0,4.2,268.0
2212,62512,Estimate,19.0,4.1,463.0
2213,62512,Margin of Error,30.0,6.1,170.0
2214,62513,Estimate,174.0,10.6,1646.0
2215,62513,Margin of Error,109.0,6.4,242.0
2216,62514,Estimate,20.0,5.1,389.0
2217,62514,Margin of Error,23.0,6.4,179.0
2218,62515,Estimate,106.0,10.4,1022.0
2219,62515,Margin of Error,95.0,9.2,229.0
2220,62517,Estimate,24.0,10.2,236.0
2221,62517,Margin of Error,22.0,8.5,86.0
2222,62518,Estimate,7.0,7.3,96.0
2223,62518,Margin of Error,11.0,12.8,44.0
2224,62519,Estimate,0.0,0.0,71.0
2225,62519,Margin of Error,12.0,34.8,75.0
2226,62520,Estimate,117.0,7.1,1646.0
2227,62520,Margin of Error,66.0,3.7,328.0
2228,62521,Estimate,4980.0,14.6,34153.0
2229,62521,Margin of Error,679.0,1.9,1172.0
2230,62522,Estimate,3177.0,22.3,14237.0
2231,62522,Margin of Error,586.0,3.7,932.0
2232,62523,Estimate,338.0,59.2,571.0
2233,62523,Margin of Error,140.0,19.7,149.0
2234,62526,Estimate,5324.0,18.1,29357.0
2235,62526,Margin of Error,776.0,2.6,862.0
2236,62530,Estimate,81.0,5.8,1397.0
2237,62530,Margin of Error,64.0,4.5,248.0
2238,62531,Estimate,141.0,8.3,1693.0
2239,62531,Margin of Error,73.0,4.0,225.0
2240,62532,Estimate,0.0,0.0,71.0
2241,62532,Margin of Error,12.0,34.8,53.0
2242,62533,Estimate,107.0,11.1,964.0
2243,62533,Margin of Error,68.0,7.5,210.0
2244,62534,Estimate,138.0,11.5,1205.0
2245,62534,Margin of Error,55.0,4.9,230.0
2246,62535,Estimate,315.0,9.2,3429.0
2247,62535,Margin of Error,305.0,8.7,277.0
2248,62536,Estimate,11.0,2.3,480.0
2249,62536,Margin of Error,19.0,3.8,160.0
2250,62537,Estimate,20.0,20.2,99.0
2251,62537,Margin of Error,18.0,17.1,48.0
2252,62538,Estimate,35.0,6.9,505.0
2253,62538,Margin of Error,19.0,4.2,149.0
2254,62539,Estimate,169.0,14.3,1178.0
2255,62539,Margin of Error,81.0,6.3,183.0
2256,62540,Estimate,195.0,13.5,1447.0
2257,62540,Margin of Error,70.0,5.0,155.0
2258,62541,Estimate,0.0,0.0,16.0
2259,62541,Margin of Error,12.0,74.1,19.0
2260,62543,Estimate,48.0,11.3,425.0
2261,62543,Margin of Error,39.0,8.5,102.0
2262,62544,Estimate,38.0,2.3,1639.0
2263,62544,Margin of Error,22.0,1.4,247.0
2264,62545,Estimate,40.0,3.0,1318.0
2265,62545,Margin of Error,29.0,2.4,296.0
2266,62546,Estimate,115.0,7.3,1578.0
2267,62546,Margin of Error,97.0,6.0,219.0
2268,62547,Estimate,58.0,6.0,960.0
2269,62547,Margin of Error,45.0,4.6,212.0
2270,62548,Estimate,72.0,3.1,2313.0
2271,62548,Margin of Error,29.0,1.3,360.0
2272,62549,Estimate,426.0,6.9,6153.0
2273,62549,Margin of Error,349.0,5.6,412.0
2274,62550,Estimate,267.0,8.4,3170.0
2275,62550,Margin of Error,108.0,3.3,380.0
2276,62551,Estimate,46.0,5.8,792.0
2277,62551,Margin of Error,25.0,3.1,210.0
2278,62553,Estimate,18.0,4.8,377.0
2279,62553,Margin of Error,22.0,6.0,140.0
2280,62554,Estimate,75.0,4.9,1535.0
2281,62554,Margin of Error,65.0,4.1,337.0
2282,62555,Estimate,22.0,4.6,475.0
2283,62555,Margin of Error,20.0,4.1,133.0
2284,62556,Estimate,21.0,5.7,370.0
2285,62556,Margin of Error,22.0,6.0,102.0
2286,62557,Estimate,850.0,12.2,6958.0
2287,62557,Margin of Error,302.0,4.3,321.0
2288,62558,Estimate,285.0,8.6,3295.0
2289,62558,Margin of Error,158.0,4.9,156.0
2290,62560,Estimate,131.0,11.4,1149.0
2291,62560,Margin of Error,113.0,8.8,255.0
2292,62561,Estimate,735.0,13.9,5289.0
2293,62561,Margin of Error,316.0,5.9,336.0
2294,62563,Estimate,181.0,3.2,5620.0
2295,62563,Margin of Error,164.0,2.9,308.0
2296,62565,Estimate,680.0,9.7,7035.0
2297,62565,Margin of Error,283.0,4.1,465.0
2298,62567,Estimate,105.0,13.0,809.0
2299,62567,Margin of Error,56.0,6.8,102.0
2300,62568,Estimate,1542.0,11.0,14036.0
2301,62568,Margin of Error,454.0,3.2,398.0
2302,62570,Estimate,33.0,5.7,582.0
2303,62570,Margin of Error,25.0,4.3,132.0
2304,62571,Estimate,258.0,15.6,1650.0
2305,62571,Margin of Error,107.0,6.7,310.0
2306,62572,Estimate,38.0,7.5,509.0
2307,62572,Margin of Error,25.0,4.4,142.0
2308,62573,Estimate,103.0,6.7,1540.0
2309,62573,Margin of Error,68.0,4.4,247.0
2310,62601,Estimate,71.0,26.2,271.0
2311,62601,Margin of Error,51.0,15.9,69.0
