,Zipcode,Stats,EDUCATIONAL ATTAINMENT,Below poverty level,Percent below poverty level,Total
13181,62918,Estimate,High school graduate (includes equivalency),207.0,16.7,1241.0
13182,62918,Estimate,Less than high school graduate,68.0,25.5,267.0
13183,62918,Estimate,Population 25 years and over,598.0,9.3,6420.0
13184,62918,Estimate,"Some college, associate's degree",244.0,10.0,2435.0
13185,62918,Margin of Error,Bachelor's degree or higher,65.0,2.7,314.0
13186,62918,Margin of Error,High school graduate (includes equivalency),164.0,11.5,235.0
13187,62918,Margin of Error,Less than high school graduate,36.0,13.5,88.0
13188,62918,Margin of Error,Population 25 years and over,249.0,3.8,395.0
13189,62918,Margin of Error,"Some college, associate's degree",152.0,5.8,292.0
13190,62919,Estimate,Bachelor's degree or higher,0.0,0.0,81.0
13191,62919,Estimate,High school graduate (includes equivalency),41.0,17.3,237.0
13192,62919,Estimate,Less than high school graduate,14.0,13.9,101.0
13193,62919,Estimate,Population 25 years and over,74.0,11.8,625.0
13194,62919,Estimate,"Some college, associate's degree",19.0,9.2,206.0
13195,62919,Margin of Error,Bachelor's degree or higher,12.0,31.8,48.0
13196,62919,Margin of Error,High school graduate (includes equivalency),35.0,14.0,82.0
13197,62919,Margin of Error,Less than high school graduate,21.0,20.7,65.0
13198,62919,Margin of Error,Population 25 years and over,47.0,7.2,112.0
13199,62919,Margin of Error,"Some college, associate's degree",15.0,8.2,82.0
13200,62920,Estimate,Bachelor's degree or higher,23.0,3.5,654.0
13201,62920,Estimate,High school graduate (includes equivalency),82.0,10.9,755.0
13202,62920,Estimate,Less than high school graduate,93.0,39.2,237.0
13203,62920,Estimate,Population 25 years and over,258.0,11.1,2316.0
13204,62920,Estimate,"Some college, associate's degree",60.0,9.0,670.0
13205,62920,Margin of Error,Bachelor's degree or higher,27.0,4.1,139.0
13206,62920,Margin of Error,High school graduate (includes equivalency),57.0,7.6,197.0
13207,62920,Margin of Error,Less than high school graduate,49.0,20.3,95.0
13208,62920,Margin of Error,Population 25 years and over,97.0,4.4,229.0
13209,62920,Margin of Error,"Some college, associate's degree",40.0,5.9,119.0
13210,62921,Estimate,Bachelor's degree or higher,9.0,75.0,12.0
13211,62921,Estimate,High school graduate (includes equivalency),26.0,29.9,87.0
13212,62921,Estimate,Less than high school graduate,15.0,100.0,15.0
13213,62921,Estimate,Population 25 years and over,84.0,45.4,185.0
13214,62921,Estimate,"Some college, associate's degree",34.0,47.9,71.0
13215,62921,Margin of Error,Bachelor's degree or higher,10.0,37.7,11.0
13216,62921,Margin of Error,High school graduate (includes equivalency),29.0,28.6,54.0
13217,62921,Margin of Error,Less than high school graduate,11.0,76.6,11.0
13218,62921,Margin of Error,Population 25 years and over,45.0,17.6,68.0
13219,62921,Margin of Error,"Some college, associate's degree",31.0,27.5,40.0
13220,62922,Estimate,Bachelor's degree or higher,13.0,3.0,437.0
13221,62922,Estimate,High school graduate (includes equivalency),77.0,10.3,749.0
13222,62922,Estimate,Less than high school graduate,22.0,15.8,139.0
13223,62922,Estimate,Population 25 years and over,168.0,7.5,2252.0
13224,62922,Estimate,"Some college, associate's degree",56.0,6.0,927.0
13225,62922,Margin of Error,Bachelor's degree or higher,14.0,3.4,94.0
13226,62922,Margin of Error,High school graduate (includes equivalency),41.0,5.7,175.0
13227,62922,Margin of Error,Less than high school graduate,17.0,11.2,58.0
13228,62922,Margin of Error,Population 25 years and over,60.0,2.6,280.0
13229,62922,Margin of Error,"Some college, associate's degree",40.0,4.2,193.0
13230,62923,Estimate,Bachelor's degree or higher,4.0,20.0,20.0
13231,62923,Estimate,High school graduate (includes equivalency),15.0,11.2,134.0
13232,62923,Estimate,Less than high school graduate,2.0,4.8,42.0
13233,62923,Estimate,Population 25 years and over,36.0,11.7,309.0
13234,62923,Estimate,"Some college, associate's degree",15.0,13.3,113.0
13235,62923,Margin of Error,Bachelor's degree or higher,6.0,27.7,13.0
13236,62923,Margin of Error,High school graduate (includes equivalency),13.0,8.8,50.0
13237,62923,Margin of Error,Less than high school graduate,4.0,10.2,23.0
13238,62923,Margin of Error,Population 25 years and over,19.0,5.7,68.0
13239,62923,Margin of Error,"Some college, associate's degree",11.0,9.5,36.0
13240,62924,Estimate,Bachelor's degree or higher,37.0,8.4,439.0
13241,62924,Estimate,High school graduate (includes equivalency),147.0,21.5,684.0
13242,62924,Estimate,Less than high school graduate,73.0,37.2,196.0
13243,62924,Estimate,Population 25 years and over,348.0,16.7,2086.0
13244,62924,Estimate,"Some college, associate's degree",91.0,11.9,767.0
13245,62924,Margin of Error,Bachelor's degree or higher,27.0,6.3,88.0
13246,62924,Margin of Error,High school graduate (includes equivalency),73.0,8.2,148.0
13247,62924,Margin of Error,Less than high school graduate,39.0,16.9,67.0
13248,62924,Margin of Error,Population 25 years and over,108.0,4.5,239.0
13249,62924,Margin of Error,"Some college, associate's degree",48.0,5.8,143.0
13250,62926,Estimate,Bachelor's degree or higher,18.0,6.9,262.0
13251,62926,Estimate,High school graduate (includes equivalency),148.0,30.5,486.0
13252,62926,Estimate,Less than high school graduate,23.0,15.9,145.0
13253,62926,Estimate,Population 25 years and over,249.0,17.8,1401.0
13254,62926,Estimate,"Some college, associate's degree",60.0,11.8,508.0
13255,62926,Margin of Error,Bachelor's degree or higher,20.0,8.3,89.0
13256,62926,Margin of Error,High school graduate (includes equivalency),100.0,16.2,108.0
13257,62926,Margin of Error,Less than high school graduate,18.0,13.3,65.0
13258,62926,Margin of Error,Population 25 years and over,118.0,7.5,198.0
13259,62926,Margin of Error,"Some college, associate's degree",34.0,6.2,127.0
13260,62927,Estimate,Bachelor's degree or higher,0.0,0.0,8.0
13261,62927,Estimate,High school graduate (includes equivalency),34.0,27.6,123.0
13262,62927,Estimate,Less than high school graduate,11.0,29.7,37.0
13263,62927,Estimate,Population 25 years and over,48.0,21.3,225.0
13264,62927,Estimate,"Some college, associate's degree",3.0,5.3,57.0
13265,62927,Margin of Error,Bachelor's degree or higher,12.0,100.0,7.0
13266,62927,Margin of Error,High school graduate (includes equivalency),33.0,20.9,47.0
13267,62927,Margin of Error,Less than high school graduate,13.0,27.5,23.0
13268,62927,Margin of Error,Population 25 years and over,41.0,14.7,69.0
13269,62927,Margin of Error,"Some college, associate's degree",4.0,7.2,26.0
13270,62928,Estimate,Bachelor's degree or higher,0.0,0.0,1.0
13271,62928,Estimate,High school graduate (includes equivalency),0.0,0.0,64.0
13272,62928,Estimate,Less than high school graduate,0.0,0.0,6.0
13273,62928,Estimate,Population 25 years and over,11.0,8.5,130.0
13274,62928,Estimate,"Some college, associate's degree",11.0,18.6,59.0
13275,62928,Margin of Error,Bachelor's degree or higher,12.0,100.0,4.0
13276,62928,Margin of Error,High school graduate (includes equivalency),12.0,37.0,59.0
13277,62928,Margin of Error,Less than high school graduate,12.0,100.0,10.0
13278,62928,Margin of Error,Population 25 years and over,11.0,9.1,82.0
13279,62928,Margin of Error,"Some college, associate's degree",11.0,16.5,33.0
13280,62930,Estimate,Bachelor's degree or higher,53.0,6.3,837.0
13281,62930,Estimate,High school graduate (includes equivalency),371.0,28.6,1297.0
13282,62930,Estimate,Less than high school graduate,209.0,38.5,543.0
13283,62930,Estimate,Population 25 years and over,929.0,21.4,4334.0
13284,62930,Estimate,"Some college, associate's degree",296.0,17.9,1657.0
13285,62930,Margin of Error,Bachelor's degree or higher,41.0,4.7,186.0
13286,62930,Margin of Error,High school graduate (includes equivalency),146.0,10.6,236.0
13287,62930,Margin of Error,Less than high school graduate,108.0,15.9,138.0
13288,62930,Margin of Error,Population 25 years and over,252.0,5.8,206.0
13289,62930,Margin of Error,"Some college, associate's degree",145.0,8.4,262.0
13290,62931,Estimate,Bachelor's degree or higher,2.0,1.6,124.0
13291,62931,Estimate,High school graduate (includes equivalency),102.0,27.2,375.0
13292,62931,Estimate,Less than high school graduate,28.0,29.8,94.0
13293,62931,Estimate,Population 25 years and over,182.0,18.5,983.0
13294,62931,Estimate,"Some college, associate's degree",50.0,12.8,390.0
13295,62931,Margin of Error,Bachelor's degree or higher,3.0,2.5,52.0
13296,62931,Margin of Error,High school graduate (includes equivalency),67.0,14.6,97.0
13297,62931,Margin of Error,Less than high school graduate,26.0,26.5,54.0
13298,62931,Margin of Error,Population 25 years and over,80.0,6.9,155.0
13299,62931,Margin of Error,"Some college, associate's degree",37.0,8.6,91.0
13300,62932,Estimate,Bachelor's degree or higher,4.0,3.1,131.0
13301,62932,Estimate,High school graduate (includes equivalency),31.0,11.7,266.0
13302,62932,Estimate,Less than high school graduate,39.0,33.3,117.0
13303,62932,Estimate,Population 25 years and over,93.0,11.3,825.0
13304,62932,Estimate,"Some college, associate's degree",19.0,6.1,311.0
13305,62932,Margin of Error,Bachelor's degree or higher,7.0,5.4,45.0
13306,62932,Margin of Error,High school graduate (includes equivalency),26.0,9.4,65.0
13307,62932,Margin of Error,Less than high school graduate,22.0,17.7,41.0
13308,62932,Margin of Error,Population 25 years and over,38.0,4.6,127.0
13309,62932,Margin of Error,"Some college, associate's degree",16.0,4.9,76.0
13310,62933,Estimate,Bachelor's degree or higher,0.0,0.0,139.0
13311,62933,Estimate,High school graduate (includes equivalency),61.0,20.2,302.0
13312,62933,Estimate,Less than high school graduate,20.0,24.4,82.0
13313,62933,Estimate,Population 25 years and over,104.0,11.7,888.0
13314,62933,Estimate,"Some college, associate's degree",23.0,6.3,365.0
13315,62933,Margin of Error,Bachelor's degree or higher,12.0,20.7,63.0
13316,62933,Margin of Error,High school graduate (includes equivalency),43.0,14.1,113.0
13317,62933,Margin of Error,Less than high school graduate,18.0,25.9,48.0
13318,62933,Margin of Error,Population 25 years and over,48.0,5.5,205.0
13319,62933,Margin of Error,"Some college, associate's degree",16.0,4.1,111.0
13320,62934,Estimate,Bachelor's degree or higher,3.0,3.3,90.0
13321,62934,Estimate,High school graduate (includes equivalency),40.0,21.1,190.0
13322,62934,Estimate,Less than high school graduate,20.0,29.0,69.0
13323,62934,Estimate,Population 25 years and over,85.0,15.5,549.0
13324,62934,Estimate,"Some college, associate's degree",22.0,11.0,200.0
13325,62934,Margin of Error,Bachelor's degree or higher,4.0,5.6,59.0
13326,62934,Margin of Error,High school graduate (includes equivalency),32.0,15.1,56.0
13327,62934,Margin of Error,Less than high school graduate,18.0,25.0,33.0
13328,62934,Margin of Error,Population 25 years and over,42.0,7.3,118.0
13329,62934,Margin of Error,"Some college, associate's degree",17.0,8.3,62.0
13330,62935,Estimate,Bachelor's degree or higher,16.0,5.2,309.0
13331,62935,Estimate,High school graduate (includes equivalency),21.0,6.1,343.0
13332,62935,Estimate,Less than high school graduate,78.0,42.9,182.0
13333,62935,Estimate,Population 25 years and over,200.0,13.9,1441.0
13334,62935,Estimate,"Some college, associate's degree",85.0,14.0,607.0
13335,62935,Margin of Error,Bachelor's degree or higher,18.0,6.0,103.0
13336,62935,Margin of Error,High school graduate (includes equivalency),16.0,4.7,97.0
13337,62935,Margin of Error,Less than high school graduate,66.0,25.9,78.0
13338,62935,Margin of Error,Population 25 years and over,98.0,6.5,225.0
13339,62935,Margin of Error,"Some college, associate's degree",59.0,9.3,164.0
13340,62938,Estimate,Bachelor's degree or higher,3.0,0.6,494.0
13341,62938,Estimate,High school graduate (includes equivalency),417.0,39.0,1070.0
13342,62938,Estimate,Less than high school graduate,116.0,39.6,293.0
13343,62938,Estimate,Population 25 years and over,585.0,22.1,2646.0
13344,62938,Estimate,"Some college, associate's degree",49.0,6.2,789.0
13345,62938,Margin of Error,Bachelor's degree or higher,5.0,1.1,199.0
13346,62938,Margin of Error,High school graduate (includes equivalency),202.0,16.3,214.0
13347,62938,Margin of Error,Less than high school graduate,55.0,18.6,110.0
13348,62938,Margin of Error,Population 25 years and over,211.0,7.6,231.0
13349,62938,Margin of Error,"Some college, associate's degree",43.0,5.6,180.0
13350,62939,Estimate,Bachelor's degree or higher,15.0,3.5,432.0
13351,62939,Estimate,High school graduate (includes equivalency),51.0,7.8,655.0
13352,62939,Estimate,Less than high school graduate,31.0,20.0,155.0
13353,62939,Estimate,Population 25 years and over,168.0,8.4,1993.0
13354,62939,Estimate,"Some college, associate's degree",71.0,9.5,751.0
13355,62939,Margin of Error,Bachelor's degree or higher,15.0,3.3,117.0
13356,62939,Margin of Error,High school graduate (includes equivalency),31.0,4.6,130.0
13357,62939,Margin of Error,Less than high school graduate,25.0,17.2,64.0
13358,62939,Margin of Error,Population 25 years and over,70.0,3.5,172.0
13359,62939,Margin of Error,"Some college, associate's degree",49.0,6.5,138.0
13360,62940,Estimate,Bachelor's degree or higher,1.0,5.9,17.0
13361,62940,Estimate,High school graduate (includes equivalency),9.0,7.9,114.0
13362,62940,Estimate,Less than high school graduate,25.0,75.8,33.0
13363,62940,Estimate,Population 25 years and over,52.0,17.0,305.0
13364,62940,Estimate,"Some college, associate's degree",17.0,12.1,141.0
13365,62940,Margin of Error,Bachelor's degree or higher,2.0,13.8,15.0
13366,62940,Margin of Error,High school graduate (includes equivalency),9.0,9.7,83.0
13367,62940,Margin of Error,Less than high school graduate,22.0,31.0,24.0
13368,62940,Margin of Error,Population 25 years and over,35.0,12.7,125.0
13369,62940,Margin of Error,"Some college, associate's degree",15.0,14.5,94.0
13370,62941,Estimate,Bachelor's degree or higher,2.0,8.3,24.0
13371,62941,Estimate,High school graduate (includes equivalency),11.0,5.6,196.0
13372,62941,Estimate,Less than high school graduate,4.0,8.2,49.0
13373,62941,Estimate,Population 25 years and over,45.0,8.5,529.0
13374,62941,Estimate,"Some college, associate's degree",28.0,10.8,260.0
13375,62941,Margin of Error,Bachelor's degree or higher,3.0,13.9,13.0
13376,62941,Margin of Error,High school graduate (includes equivalency),15.0,7.6,75.0
13377,62941,Margin of Error,Less than high school graduate,7.0,15.1,35.0
13378,62941,Margin of Error,Population 25 years and over,39.0,7.0,124.0
13379,62941,Margin of Error,"Some college, associate's degree",36.0,12.0,84.0
13380,62942,Estimate,Bachelor's degree or higher,5.0,23.8,21.0
13381,62942,Estimate,High school graduate (includes equivalency),7.0,4.8,147.0
13382,62942,Estimate,Less than high school graduate,16.0,23.5,68.0
13383,62942,Estimate,Population 25 years and over,41.0,10.0,412.0
13384,62942,Estimate,"Some college, associate's degree",13.0,7.4,176.0
13385,62942,Margin of Error,Bachelor's degree or higher,8.0,34.3,20.0
13386,62942,Margin of Error,High school graduate (includes equivalency),7.0,4.6,50.0
13387,62942,Margin of Error,Less than high school graduate,14.0,20.7,33.0
13388,62942,Margin of Error,Population 25 years and over,21.0,5.0,90.0
13389,62942,Margin of Error,"Some college, associate's degree",11.0,6.9,65.0
13390,62943,Estimate,Bachelor's degree or higher,0.0,0.0,42.0
13391,62943,Estimate,High school graduate (includes equivalency),21.0,35.6,59.0
13392,62943,Estimate,Less than high school graduate,2.0,5.6,36.0
13393,62943,Estimate,Population 25 years and over,23.0,10.2,226.0
13394,62943,Estimate,"Some college, associate's degree",0.0,0.0,89.0
13395,62943,Margin of Error,Bachelor's degree or higher,12.0,45.8,35.0
13396,62943,Margin of Error,High school graduate (includes equivalency),25.0,32.3,37.0
13397,62943,Margin of Error,Less than high school graduate,3.0,12.4,29.0
