,Zipcode,Gender,Estimate
1106,62512,Male,250.0
1107,62513,Male,746.0
1108,62514,Male,192.0
1109,62515,Male,561.0
1110,62517,Male,115.0
1111,62518,Male,37.0
1112,62519,Male,37.0
1113,62520,Male,761.0
1114,62521,Male,16820.0
1115,62522,Male,7334.0
1116,62523,Male,764.0
1117,62526,Male,13518.0
1118,62530,Male,706.0
1119,62531,Male,912.0
1120,62532,Male,14.0
1121,62533,Male,411.0
1122,62534,Male,648.0
1123,62535,Male,1716.0
1124,62536,Male,302.0
1125,62537,Male,42.0
1126,62538,Male,265.0
1127,62539,Male,581.0
1128,62540,Male,751.0
1129,62541,Male,6.0
1130,62543,Male,243.0
1131,62544,Male,819.0
1132,62545,Male,673.0
1133,62546,Male,809.0
1134,62547,Male,513.0
1135,62548,Male,1028.0
1136,62549,Male,3124.0
1137,62550,Male,1558.0
1138,62551,Male,478.0
1139,62553,Male,187.0
1140,62554,Male,744.0
1141,62555,Male,227.0
1142,62556,Male,181.0
1143,62557,Male,3429.0
1144,62558,Male,1694.0
1145,62560,Male,556.0
1146,62561,Male,2304.0
1147,62563,Male,2790.0
1148,62565,Male,3356.0
1149,62567,Male,431.0
1150,62568,Male,8015.0
1151,62570,Male,313.0
1152,62571,Male,785.0
1153,62572,Male,236.0
1154,62573,Male,749.0
1155,62601,Male,134.0
1156,62610,Male,68.0
1157,62611,Male,634.0
1158,62612,Male,773.0
1159,62613,Male,1937.0
1160,62615,Male,2822.0
1161,62617,Male,218.0
1162,62618,Male,3423.0
1163,62621,Male,617.0
1164,62622,Male,0.0
1165,62624,Male,223.0
1166,62625,Male,423.0
1167,62626,Male,3745.0
1168,62627,Male,567.0
1169,62628,Male,457.0
1170,62629,Male,6790.0
1171,62630,Male,378.0
1172,62631,Male,170.0
1173,62633,Male,246.0
1174,62634,Male,519.0
1175,62635,Male,278.0
1176,62638,Male,756.0
1177,62639,Male,158.0
1178,62640,Male,1591.0
1179,62642,Male,680.0
1180,62643,Male,425.0
1181,62644,Male,2521.0
1182,62649,Male,215.0
1183,62650,Male,13117.0
1184,62655,Male,296.0
1185,62656,Male,9523.0
1186,62661,Male,876.0
1187,62663,Male,104.0
1188,62664,Male,1554.0
1189,62665,Male,672.0
1190,62666,Male,238.0
1191,62667,Male,280.0
1192,62668,Male,668.0
1193,62670,Male,1233.0
1194,62671,Male,231.0
1195,62672,Male,87.0
1196,62673,Male,164.0
1197,62674,Male,809.0
1198,62675,Male,2824.0
1199,62677,Male,1024.0
1200,62681,Male,3073.0
1201,62682,Male,321.0
1202,62684,Male,2635.0
1203,62685,Male,1031.0
1204,62688,Male,393.0
1205,62689,Male,315.0
1206,62690,Male,1647.0
1207,62691,Male,1011.0
1208,62692,Male,946.0
1209,62693,Male,840.0
1210,62694,Male,1475.0
1211,62695,Male,126.0
1212,62701,Male,688.0
1213,62702,Male,15847.0
1214,62703,Male,13881.0
1215,62704,Male,19855.0
1216,62707,Male,3964.0
1217,62711,Male,7350.0
1218,62712,Male,5048.0
1219,62801,Male,11087.0
1220,62803,Male,667.0
1221,62806,Male,1678.0
1222,62807,Male,452.0
1223,62808,Male,971.0
1224,62809,Male,80.0
1225,62810,Male,464.0
1226,62811,Male,131.0
1227,62812,Male,5703.0
1228,62814,Male,875.0
1229,62815,Male,104.0
1230,62816,Male,579.0
1231,62817,Male,286.0
1232,62818,Male,197.0
1233,62819,Male,176.0
1234,62820,Male,69.0
1235,62821,Male,3500.0
1236,62822,Male,1357.0
1237,62823,Male,854.0
1238,62824,Male,806.0
1239,62825,Male,90.0
1240,62827,Male,533.0
1241,62828,Male,728.0
1242,62829,Male,0.0
1243,62830,Male,660.0
1244,62831,Male,173.0
1245,62832,Male,4204.0
1246,62833,Male,153.0
1247,62835,Male,509.0
1248,62836,Male,403.0
1249,62837,Male,4423.0
1250,62838,Male,997.0
1251,62839,Male,3057.0
1252,62841,Male,70.0
1253,62842,Male,378.0
1254,62843,Male,119.0
1255,62844,Male,941.0
1256,62846,Male,2104.0
1257,62848,Male,267.0
1258,62849,Male,1026.0
1259,62850,Male,302.0
1260,62851,Male,46.0
1261,62852,Male,30.0
1262,62853,Male,576.0
1263,62854,Male,775.0
1264,62856,Male,141.0
1265,62858,Male,1517.0
1266,62859,Male,2774.0
1267,62860,Male,246.0
1268,62861,Male,82.0
1269,62862,Male,160.0
1270,62863,Male,4581.0
1271,62864,Male,11299.0
1272,62865,Male,935.0
1273,62867,Male,252.0
1274,62868,Male,926.0
1275,62869,Male,1251.0
1276,62870,Male,1066.0
1277,62871,Male,316.0
1278,62872,Male,576.0
1279,62874,Male,233.0
1280,62875,Male,560.0
1281,62876,Male,85.0
1282,62877,Male,271.0
1283,62878,Male,162.0
1284,62879,Male,63.0
1285,62880,Male,375.0
1286,62881,Male,5253.0
1287,62882,Male,1061.0
1288,62883,Male,350.0
1289,62884,Male,1393.0
1290,62885,Male,232.0
1291,62886,Male,165.0
1292,62887,Male,229.0
1293,62888,Male,1138.0
1294,62889,Male,552.0
1295,62890,Male,1067.0
1296,62891,Male,328.0
1297,62892,Male,157.0
1298,62893,Male,399.0
1299,62894,Male,555.0
1300,62895,Male,830.0
1301,62896,Male,5784.0
1302,62897,Male,203.0
1303,62898,Male,996.0
1304,62899,Male,799.0
1305,62901,Male,13273.0
1306,62902,Male,2211.0
1307,62903,Male,1689.0
1308,62905,Male,289.0
1309,62906,Male,3600.0
1310,62907,Male,823.0
1311,62908,Male,317.0
1312,62910,Male,1105.0
1313,62912,Male,638.0
1314,62914,Male,1006.0
1315,62915,Male,187.0
1316,62916,Male,381.0
1317,62917,Male,1118.0
1318,62918,Male,4555.0
1319,62919,Male,437.0
1320,62920,Male,1572.0
1321,62921,Male,127.0
1322,62922,Male,1641.0
1323,62923,Male,194.0
1324,62924,Male,1502.0
1325,62926,Male,1099.0
1326,62927,Male,164.0
1327,62928,Male,68.0
1328,62930,Male,2911.0
1329,62931,Male,728.0
1330,62932,Male,580.0
1331,62933,Male,488.0
1332,62934,Male,343.0
1333,62935,Male,1063.0
1334,62938,Male,1687.0
1335,62939,Male,1217.0
1336,62940,Male,365.0
1337,62941,Male,358.0
1338,62942,Male,336.0
1339,62943,Male,132.0
1340,62946,Male,5897.0
1341,62947,Male,254.0
1342,62948,Male,6150.0
1343,62949,Male,339.0
1344,62950,Male,100.0
1345,62951,Male,2639.0
1346,62952,Male,1455.0
1347,62953,Male,155.0
1348,62954,Male,290.0
1349,62956,Male,430.0
1350,62957,Male,386.0
1351,62958,Male,1041.0
1352,62959,Male,14168.0
1353,62960,Male,4874.0
1354,62961,Male,15.0
1355,62962,Male,0.0
1356,62963,Male,410.0
1357,62964,Male,611.0
1358,62965,Male,28.0
1359,62966,Male,6920.0
1360,62967,Male,127.0
1361,62969,Male,148.0
1362,62970,Male,328.0
1363,62972,Male,441.0
1364,62974,Male,1030.0
1365,62975,Male,74.0
1366,62976,Male,146.0
1367,62977,Male,296.0
1368,62979,Male,457.0
1369,62982,Male,625.0
1370,62983,Male,655.0
1371,62984,Male,766.0
1372,62985,Male,198.0
1373,62987,Male,762.0
1374,62988,Male,743.0
1375,62990,Male,562.0
1376,62992,Male,435.0
1377,62994,Male,328.0
1378,62995,Male,3849.0
1379,62996,Male,188.0
1380,62997,Male,307.0
1381,62998,Male,113.0
1382,62999,Male,898.0
1383,63673,Male,744.0
1384,60002,Female,11954.0
1385,60004,Female,26540.0
1386,60005,Female,14354.0
1387,60007,Female,17164.0
1388,60008,Female,10688.0
1389,60010,Female,23895.0
1390,60012,Female,6007.0
1391,60013,Female,13057.0
1392,60014,Female,22893.0
1393,60015,Female,13629.0
1394,60016,Female,31096.0
1395,60018,Female,14382.0
1396,60020,Female,5773.0
1397,60021,Female,2809.0
1398,60022,Female,4296.0
1399,60025,Female,21424.0
1400,60026,Female,7147.0
1401,60029,Female,238.0
1402,60030,Female,17238.0
1403,60031,Female,19251.0
1404,60033,Female,6924.0
1405,60034,Female,1144.0
1406,60035,Female,15362.0
1407,60040,Female,2549.0
1408,60041,Female,4025.0
1409,60042,Female,4357.0
1410,60043,Female,1165.0
1411,60044,Female,5515.0
1412,60045,Female,10975.0
1413,60046,Female,17554.0
1414,60047,Female,21397.0
1415,60048,Female,14868.0
1416,60050,Female,16320.0
1417,60051,Female,11363.0
1418,60053,Female,11629.0
1419,60056,Female,27222.0
1420,60060,Female,18202.0
1421,60061,Female,13930.0
1422,60062,Female,20913.0
1423,60064,Female,7297.0
1424,60067,Female,20809.0
1425,60068,Female,19157.0
1426,60069,Female,4192.0
1427,60070,Female,7536.0
1428,60071,Female,1785.0
1429,60072,Female,521.0
1430,60073,Female,30464.0
1431,60074,Female,19156.0
1432,60076,Female,16938.0
1433,60077,Female,14194.0
1434,60081,Female,4308.0
1435,60083,Female,4629.0
1436,60084,Female,8500.0
1437,60085,Female,35712.0
1438,60087,Female,12872.0
1439,60088,Female,3697.0
1440,60089,Female,21469.0
1441,60090,Female,19901.0
1442,60091,Female,13820.0
1443,60093,Female,10242.0
1444,60096,Female,3343.0
1445,60097,Female,5223.0
1446,60098,Female,16741.0
1447,60099,Female,15893.0
1448,60101,Female,19615.0
1449,60102,Female,16562.0
1450,60103,Female,20673.0
1451,60104,Female,10196.0
1452,60106,Female,10146.0
1453,60107,Female,20137.0
1454,60108,Female,12123.0
1455,60109,Female,273.0
1456,60110,Female,19752.0
1457,60111,Female,58.0
1458,60112,Female,2047.0
1459,60113,Female,147.0
1460,60115,Female,22901.0
1461,60118,Female,8195.0
1462,60119,Female,5175.0
1463,60120,Female,24587.0
1464,60123,Female,24872.0
1465,60124,Female,10916.0
1466,60126,Female,24841.0
1467,60129,Female,93.0
1468,60130,Female,7450.0
1469,60131,Female,9054.0
1470,60133,Female,19825.0
1471,60134,Female,15064.0
1472,60135,Female,3390.0
1473,60136,Female,3858.0
1474,60137,Female,19395.0
1475,60139,Female,16991.0
1476,60140,Female,9248.0
1477,60141,Female,39.0
1478,60142,Female,14712.0
1479,60143,Female,6069.0
1480,60144,Female,38.0
1481,60145,Female,1328.0
1482,60146,Female,1108.0
1483,60148,Female,26975.0
1484,60150,Female,950.0
1485,60151,Female,2089.0
1486,60152,Female,6395.0
1487,60153,Female,11863.0
1488,60154,Female,8562.0
1489,60155,Female,3755.0
1490,60156,Female,14803.0
1491,60157,Female,1329.0
1492,60160,Female,12258.0
1493,60162,Female,4047.0
1494,60163,Female,2364.0
1495,60164,Female,10379.0
1496,60165,Female,2406.0
1497,60169,Female,16989.0
1498,60171,Female,5249.0
1499,60172,Female,12848.0
1500,60173,Female,6420.0
1501,60174,Female,15972.0
1502,60175,Female,13004.0
1503,60176,Female,5392.0
1504,60177,Female,11235.0
1505,60178,Female,11939.0
1506,60180,Female,923.0
1507,60181,Female,14891.0
1508,60184,Female,1317.0
1509,60185,Female,17984.0
1510,60187,Female,14757.0
1511,60188,Female,21036.0
1512,60189,Female,15401.0
1513,60190,Female,5549.0
1514,60191,Female,6766.0
1515,60192,Female,7581.0
1516,60193,Female,19806.0
1517,60194,Female,9959.0
1518,60195,Female,2628.0
1519,60201,Female,21373.0
1520,60202,Female,17263.0
1521,60203,Female,2357.0
1522,60301,Female,1617.0
1523,60302,Female,16834.0
1524,60304,Female,9306.0
1525,60305,Female,5570.0
1526,60401,Female,3980.0
1527,60402,Female,31032.0
1528,60403,Female,8987.0
1529,60404,Female,9438.0
1530,60406,Female,12663.0
1531,60407,Female,749.0
1532,60408,Female,2756.0
1533,60409,Female,19912.0
1534,60410,Female,6889.0
1535,60411,Female,29674.0
1536,60415,Female,6817.0
1537,60416,Female,4301.0
1538,60417,Female,7790.0
1539,60419,Female,12003.0
1540,60420,Female,2448.0
1541,60421,Female,1891.0
1542,60422,Female,4774.0
1543,60423,Female,16052.0
1544,60424,Female,1101.0
1545,60425,Female,5126.0
1546,60426,Female,14655.0
1547,60428,Female,6378.0
1548,60429,Female,8618.0
1549,60430,Female,10132.0
1550,60431,Female,12430.0
1551,60432,Female,9793.0
1552,60433,Female,7798.0
1553,60435,Female,25245.0
1554,60436,Female,9240.0
1555,60437,Female,63.0
1556,60438,Female,15910.0
1557,60439,Female,12325.0
1558,60440,Female,26584.0
1559,60441,Female,17647.0
1560,60442,Female,5332.0
1561,60443,Female,11638.0
1562,60444,Female,936.0
1563,60445,Female,12913.0
1564,60446,Female,20149.0
1565,60447,Female,7274.0
1566,60448,Female,12908.0
1567,60449,Female,4764.0
1568,60450,Female,10437.0
1569,60451,Female,17704.0
1570,60452,Female,13813.0
1571,60453,Female,28292.0
1572,60455,Female,8059.0
1573,60456,Female,2253.0
1574,60457,Female,6700.0
1575,60458,Female,7831.0
1576,60459,Female,13678.0
1577,60460,Female,613.0
1578,60461,Female,2533.0
1579,60462,Female,19992.0
1580,60463,Female,7265.0
1581,60464,Female,5077.0
1582,60465,Female,9381.0
1583,60466,Female,11079.0
1584,60467,Female,13152.0
1585,60468,Female,2830.0
1586,60469,Female,2387.0
1587,60470,Female,202.0
1588,60471,Female,7173.0
1589,60472,Female,2773.0
1590,60473,Female,12253.0
1591,60474,Female,373.0
1592,60475,Female,4623.0
1593,60476,Female,1206.0
1594,60477,Female,18847.0
1595,60478,Female,9096.0
1596,60479,Female,523.0
1597,60480,Female,2545.0
1598,60481,Female,5774.0
1599,60482,Female,5418.0
1600,60484,Female,4022.0
1601,60487,Female,12910.0
1602,60490,Female,11148.0
1603,60491,Female,11639.0
1604,60501,Female,5921.0
1605,60502,Female,11878.0
1606,60503,Female,9242.0
1607,60504,Female,19695.0
1608,60505,Female,35600.0
1609,60506,Female,27545.0
1610,60510,Female,15088.0
1611,60511,Female,758.0
1612,60512,Female,939.0
1613,60513,Female,10075.0
1614,60514,Female,5282.0
1615,60515,Female,14493.0
1616,60516,Female,14980.0
1617,60517,Female,15891.0
1618,60518,Female,1865.0
1619,60519,Female,8.0
1620,60520,Female,1468.0
1621,60521,Female,8947.0
1622,60523,Female,5396.0
1623,60525,Female,15604.0
1624,60526,Female,6912.0
1625,60527,Female,13856.0
1626,60530,Female,317.0
1627,60531,Female,1002.0
1628,60532,Female,13753.0
1629,60534,Female,5259.0
1630,60536,Female,62.0
1631,60537,Female,268.0
1632,60538,Female,14293.0
1633,60539,Female,10.0
1634,60540,Female,22624.0
1635,60541,Female,1910.0
1636,60542,Female,9278.0
1637,60543,Female,20835.0
1638,60544,Female,15322.0
1639,60545,Female,6688.0
1640,60546,Female,7713.0
1641,60548,Female,5743.0
1642,60549,Female,185.0
1643,60550,Female,611.0
1644,60551,Female,1599.0
1645,60552,Female,2308.0
1646,60553,Female,360.0
1647,60554,Female,6057.0
1648,60555,Female,6858.0
1649,60556,Female,1320.0
1650,60557,Female,114.0
1651,60558,Female,6583.0
1652,60559,Female,13141.0
1653,60560,Female,12065.0
1654,60561,Female,11338.0
1655,60563,Female,20014.0
1656,60564,Female,21833.0
1657,60565,Female,19898.0
1658,60585,Female,12776.0
1659,60586,Female,23802.0
1660,60601,Female,7894.0
1661,60602,Female,744.0
1662,60603,Female,560.0
1663,60604,Female,441.0
1664,60605,Female,16330.0
1665,60606,Female,1679.0
1666,60607,Female,14910.0
1667,60608,Female,35434.0
1668,60609,Female,30569.0
1669,60610,Female,21419.0
1670,60611,Female,18054.0
1671,60612,Female,17225.0
1672,60613,Female,26339.0
1673,60614,Female,36172.0
1674,60615,Female,22639.0
1675,60616,Female,27430.0
1676,60617,Female,45093.0
1677,60618,Female,47492.0
1678,60619,Female,34416.0
1679,60620,Female,37732.0
1680,60621,Female,14588.0
1681,60622,Female,26139.0
1682,60623,Female,39368.0
1683,60624,Female,18277.0
1684,60625,Female,40253.0
1685,60626,Female,26347.0
1686,60628,Female,35188.0
1687,60629,Female,55250.0
1688,60630,Female,28224.0
1689,60631,Female,14722.0
1690,60632,Female,41922.0
1691,60633,Female,6373.0
1692,60634,Female,38951.0
1693,60636,Female,16370.0
1694,60637,Female,26192.0
1695,60638,Female,27984.0
1696,60639,Female,44344.0
1697,60640,Female,33739.0
1698,60641,Female,36602.0
1699,60642,Female,9968.0
1700,60643,Female,26643.0
1701,60644,Female,24201.0
1702,60645,Female,23331.0
1703,60646,Female,15601.0
1704,60647,Female,43046.0
1705,60649,Female,26070.0
1706,60651,Female,34149.0
1707,60652,Female,21753.0
1708,60653,Female,19060.0
1709,60654,Female,9951.0
1710,60655,Female,14296.0
1711,60656,Female,14086.0
1712,60657,Female,33780.0
1713,60659,Female,21932.0
1714,60660,Female,22140.0
1715,60661,Female,5240.0
1716,60706,Female,11490.0
1717,60707,Female,22350.0
1718,60712,Female,6335.0
1719,60714,Female,15181.0
1720,60803,Female,11585.0
1721,60804,Female,41383.0
1722,60805,Female,10623.0
1723,60827,Female,15709.0
1724,60901,Female,18343.0
1725,60910,Female,274.0
1726,60911,Female,658.0
1727,60912,Female,261.0
1728,60913,Female,875.0
1729,60914,Female,15513.0
1730,60915,Female,5386.0
1731,60917,Female,244.0
1732,60918,Female,316.0
1733,60919,Female,268.0
1734,60920,Female,80.0
1735,60921,Female,739.0
1736,60922,Female,1205.0
1737,60924,Female,780.0
1738,60926,Female,20.0
1739,60927,Female,1114.0
1740,60928,Female,312.0
1741,60929,Female,353.0
1742,60930,Female,437.0
