,Zipcode,Stats,SEX,Below poverty level,Percent below poverty level,Total
2886,61735,Margin of Error,Female,29.0,13.2,82.0
2887,61735,Margin of Error,Male,23.0,11.6,57.0
2888,61736,Estimate,Female,35.0,3.5,1009.0
2889,61736,Estimate,Male,18.0,1.9,956.0
2890,61736,Margin of Error,Female,35.0,3.5,205.0
2891,61736,Margin of Error,Male,17.0,1.8,207.0
2892,61737,Estimate,Female,47.0,22.5,209.0
2893,61737,Estimate,Male,41.0,18.0,228.0
2894,61737,Margin of Error,Female,30.0,11.3,51.0
2895,61737,Margin of Error,Male,27.0,10.8,62.0
2896,61738,Estimate,Female,95.0,4.7,2041.0
2897,61738,Estimate,Male,164.0,7.0,2335.0
2898,61738,Margin of Error,Female,52.0,2.6,225.0
2899,61738,Margin of Error,Male,90.0,3.7,218.0
2900,61739,Estimate,Female,261.0,11.2,2332.0
2901,61739,Estimate,Male,169.0,7.9,2133.0
2902,61739,Margin of Error,Female,146.0,6.2,149.0
2903,61739,Margin of Error,Male,80.0,4.0,167.0
2904,61740,Estimate,Female,47.0,7.2,656.0
2905,61740,Estimate,Male,32.0,4.9,654.0
2906,61740,Margin of Error,Female,24.0,3.7,101.0
2907,61740,Margin of Error,Male,20.0,3.1,114.0
2908,61741,Estimate,Female,51.0,5.8,880.0
2909,61741,Estimate,Male,71.0,8.9,797.0
2910,61741,Margin of Error,Female,34.0,3.9,122.0
2911,61741,Margin of Error,Male,35.0,4.1,89.0
2912,61742,Estimate,Female,10.0,1.7,595.0
2913,61742,Estimate,Male,30.0,4.9,613.0
2914,61742,Margin of Error,Female,17.0,2.8,98.0
2915,61742,Margin of Error,Male,24.0,3.8,90.0
2916,61743,Estimate,Female,7.0,9.6,73.0
2917,61743,Estimate,Male,7.0,8.3,84.0
2918,61743,Margin of Error,Female,9.0,11.4,25.0
2919,61743,Margin of Error,Male,9.0,10.3,33.0
2920,61744,Estimate,Female,117.0,12.3,949.0
2921,61744,Estimate,Male,18.0,2.1,859.0
2922,61744,Margin of Error,Female,84.0,7.9,164.0
2923,61744,Margin of Error,Male,17.0,2.0,145.0
2924,61745,Estimate,Female,246.0,10.5,2334.0
2925,61745,Estimate,Male,144.0,6.4,2237.0
2926,61745,Margin of Error,Female,110.0,4.5,199.0
2927,61745,Margin of Error,Male,66.0,2.9,172.0
2928,61747,Estimate,Female,46.0,6.6,698.0
2929,61747,Estimate,Male,7.0,1.1,621.0
2930,61747,Margin of Error,Female,37.0,5.1,108.0
2931,61747,Margin of Error,Male,9.0,1.4,103.0
2932,61748,Estimate,Female,24.0,1.8,1371.0
2933,61748,Estimate,Male,50.0,3.9,1286.0
2934,61748,Margin of Error,Female,15.0,1.1,111.0
2935,61748,Margin of Error,Male,45.0,3.5,111.0
2936,61749,Estimate,Female,19.0,7.5,255.0
2937,61749,Estimate,Male,15.0,5.1,297.0
2938,61749,Margin of Error,Female,17.0,6.7,65.0
2939,61749,Margin of Error,Male,10.0,3.6,114.0
2940,61750,Estimate,Female,1.0,1.2,84.0
2941,61750,Estimate,Male,4.0,3.9,103.0
2942,61750,Margin of Error,Female,4.0,5.3,48.0
2943,61750,Margin of Error,Male,6.0,6.7,59.0
2944,61751,Estimate,Female,0.0,0.0,45.0
2945,61751,Estimate,Male,0.0,0.0,31.0
2946,61751,Margin of Error,Female,12.0,44.2,29.0
2947,61751,Margin of Error,Male,12.0,53.3,27.0
2948,61752,Estimate,Female,294.0,14.5,2034.0
2949,61752,Estimate,Male,194.0,8.6,2263.0
2950,61752,Margin of Error,Female,129.0,5.7,179.0
2951,61752,Margin of Error,Male,79.0,3.6,190.0
2952,61753,Estimate,Female,137.0,9.1,1513.0
2953,61753,Estimate,Male,77.0,4.9,1569.0
2954,61753,Margin of Error,Female,71.0,4.9,243.0
2955,61753,Margin of Error,Male,46.0,3.0,242.0
2956,61754,Estimate,Female,52.0,9.0,579.0
2957,61754,Estimate,Male,73.0,12.6,578.0
2958,61754,Margin of Error,Female,40.0,6.5,108.0
2959,61754,Margin of Error,Male,50.0,8.0,128.0
2960,61755,Estimate,Female,108.0,4.6,2365.0
2961,61755,Estimate,Male,148.0,6.4,2305.0
2962,61755,Margin of Error,Female,46.0,2.0,189.0
2963,61755,Margin of Error,Male,87.0,3.7,195.0
2964,61756,Estimate,Female,68.0,5.8,1176.0
2965,61756,Estimate,Male,23.0,1.6,1399.0
2966,61756,Margin of Error,Female,43.0,3.7,178.0
2967,61756,Margin of Error,Male,21.0,1.5,302.0
2968,61759,Estimate,Female,82.0,11.8,694.0
2969,61759,Estimate,Male,28.0,3.7,767.0
2970,61759,Margin of Error,Female,47.0,6.4,130.0
2971,61759,Margin of Error,Male,21.0,2.8,166.0
2972,61760,Estimate,Female,96.0,9.3,1032.0
2973,61760,Estimate,Male,43.0,3.6,1195.0
2974,61760,Margin of Error,Female,77.0,7.3,124.0
2975,61760,Margin of Error,Male,28.0,2.3,192.0
2976,61761,Estimate,Female,7134.0,27.7,25788.0
2977,61761,Estimate,Male,5000.0,21.4,23367.0
2978,61761,Margin of Error,Female,818.0,2.9,724.0
2979,61761,Margin of Error,Male,748.0,3.0,759.0
2980,61764,Estimate,Female,1098.0,17.4,6318.0
2981,61764,Estimate,Male,676.0,11.5,5855.0
2982,61764,Margin of Error,Female,243.0,3.7,278.0
2983,61764,Margin of Error,Male,184.0,3.0,289.0
2984,61769,Estimate,Female,56.0,16.0,349.0
2985,61769,Estimate,Male,40.0,12.5,321.0
2986,61769,Margin of Error,Female,36.0,10.4,87.0
2987,61769,Margin of Error,Male,29.0,8.4,76.0
2988,61770,Estimate,Female,57.0,9.4,606.0
2989,61770,Estimate,Male,59.0,11.2,528.0
2990,61770,Margin of Error,Female,34.0,5.5,105.0
2991,61770,Margin of Error,Male,40.0,6.9,91.0
2992,61771,Estimate,Female,16.0,4.8,332.0
2993,61771,Estimate,Male,15.0,5.2,291.0
2994,61771,Margin of Error,Female,17.0,5.4,107.0
2995,61771,Margin of Error,Male,11.0,4.1,77.0
2996,61772,Estimate,Female,0.0,0.0,155.0
2997,61772,Estimate,Male,0.0,0.0,103.0
2998,61772,Margin of Error,Female,12.0,18.8,58.0
2999,61772,Margin of Error,Male,12.0,26.5,43.0
3000,61773,Estimate,Female,18.0,12.2,147.0
3001,61773,Estimate,Male,23.0,13.4,172.0
3002,61773,Margin of Error,Female,12.0,7.9,34.0
3003,61773,Margin of Error,Male,16.0,9.3,50.0
3004,61774,Estimate,Female,51.0,12.7,403.0
3005,61774,Estimate,Male,72.0,12.0,602.0
3006,61774,Margin of Error,Female,33.0,7.1,86.0
3007,61774,Margin of Error,Male,36.0,5.3,151.0
3008,61775,Estimate,Female,30.0,25.4,118.0
3009,61775,Estimate,Male,21.0,12.5,168.0
3010,61775,Margin of Error,Female,29.0,19.4,43.0
3011,61775,Margin of Error,Male,19.0,11.6,87.0
3012,61776,Estimate,Female,15.0,2.6,568.0
3013,61776,Estimate,Male,12.0,2.1,567.0
3014,61776,Margin of Error,Female,11.0,2.1,152.0
3015,61776,Margin of Error,Male,10.0,1.7,118.0
3016,61777,Estimate,Female,30.0,5.6,538.0
3017,61777,Estimate,Male,11.0,1.8,606.0
3018,61777,Margin of Error,Female,26.0,5.0,121.0
3019,61777,Margin of Error,Male,11.0,1.9,138.0
3020,61778,Estimate,Female,36.0,10.6,340.0
3021,61778,Estimate,Male,6.0,2.0,305.0
3022,61778,Margin of Error,Female,26.0,7.6,89.0
3023,61778,Margin of Error,Male,6.0,1.9,80.0
3024,61801,Estimate,Female,3818.0,32.0,11922.0
3025,61801,Estimate,Male,4486.0,35.4,12664.0
3026,61801,Margin of Error,Female,735.0,4.7,927.0
3027,61801,Margin of Error,Male,552.0,3.8,697.0
3028,61802,Estimate,Female,2124.0,20.1,10567.0
3029,61802,Estimate,Male,1344.0,15.1,8880.0
3030,61802,Margin of Error,Female,523.0,4.6,682.0
3031,61802,Margin of Error,Male,333.0,3.6,718.0
3032,61810,Estimate,Female,21.0,13.7,153.0
3033,61810,Estimate,Male,4.0,3.1,127.0
3034,61810,Margin of Error,Female,19.0,11.4,36.0
3035,61810,Margin of Error,Male,6.0,4.4,35.0
3036,61811,Estimate,Female,59.0,15.7,375.0
3037,61811,Estimate,Male,55.0,15.1,365.0
3038,61811,Margin of Error,Female,38.0,9.6,87.0
3039,61811,Margin of Error,Male,27.0,7.7,73.0
3040,61812,Estimate,Female,33.0,19.2,172.0
3041,61812,Estimate,Male,9.0,5.1,175.0
3042,61812,Margin of Error,Female,26.0,11.8,67.0
3043,61812,Margin of Error,Male,12.0,6.8,61.0
3044,61813,Estimate,Female,59.0,7.2,821.0
3045,61813,Estimate,Male,46.0,6.1,755.0
3046,61813,Margin of Error,Female,25.0,3.0,110.0
3047,61813,Margin of Error,Male,23.0,3.0,103.0
3048,61814,Estimate,Female,97.0,16.9,575.0
3049,61814,Estimate,Male,70.0,13.5,520.0
3050,61814,Margin of Error,Female,62.0,10.3,124.0
3051,61814,Margin of Error,Male,47.0,9.4,125.0
3052,61815,Estimate,Female,8.0,8.6,93.0
3053,61815,Estimate,Male,4.0,2.8,143.0
3054,61815,Margin of Error,Female,8.0,8.8,29.0
3055,61815,Margin of Error,Male,7.0,5.8,57.0
3056,61816,Estimate,Female,60.0,24.9,241.0
3057,61816,Estimate,Male,31.0,15.0,207.0
3058,61816,Margin of Error,Female,43.0,14.7,70.0
3059,61816,Margin of Error,Male,19.0,8.5,55.0
3060,61817,Estimate,Female,142.0,11.7,1214.0
3061,61817,Estimate,Male,48.0,3.9,1216.0
3062,61817,Margin of Error,Female,75.0,6.1,115.0
3063,61817,Margin of Error,Male,32.0,2.7,114.0
3064,61818,Estimate,Female,64.0,7.9,811.0
3065,61818,Estimate,Male,54.0,6.7,803.0
3066,61818,Margin of Error,Female,42.0,4.8,123.0
3067,61818,Margin of Error,Male,32.0,4.2,157.0
3068,61820,Estimate,Female,6327.0,45.9,13785.0
3069,61820,Estimate,Male,7054.0,42.1,16769.0
3070,61820,Margin of Error,Female,786.0,4.3,964.0
3071,61820,Margin of Error,Male,954.0,4.1,1202.0
3072,61821,Estimate,Female,2331.0,15.1,15419.0
3073,61821,Estimate,Male,1903.0,12.6,15084.0
3074,61821,Margin of Error,Female,515.0,3.3,950.0
3075,61821,Margin of Error,Male,407.0,2.7,1021.0
3076,61822,Estimate,Female,1040.0,8.1,12869.0
3077,61822,Estimate,Male,845.0,6.2,13693.0
3078,61822,Margin of Error,Female,355.0,2.6,728.0
3079,61822,Margin of Error,Male,298.0,2.1,1004.0
3080,61830,Estimate,Female,7.0,3.5,201.0
3081,61830,Estimate,Male,14.0,6.6,213.0
3082,61830,Margin of Error,Female,7.0,3.4,49.0
3083,61830,Margin of Error,Male,11.0,5.0,55.0
3084,61831,Estimate,Female,3.0,4.8,62.0
3085,61831,Estimate,Male,10.0,11.9,84.0
3086,61831,Margin of Error,Female,5.0,7.9,28.0
3087,61831,Margin of Error,Male,8.0,11.4,42.0
3088,61832,Estimate,Female,4726.0,26.6,17749.0
3089,61832,Estimate,Male,4380.0,28.3,15453.0
3090,61832,Margin of Error,Female,446.0,2.5,457.0
3091,61832,Margin of Error,Male,542.0,3.1,412.0
3092,61833,Estimate,Female,56.0,5.1,1089.0
3093,61833,Estimate,Male,184.0,16.7,1102.0
3094,61833,Margin of Error,Female,36.0,3.3,163.0
3095,61833,Margin of Error,Male,101.0,8.5,179.0
3096,61834,Estimate,Female,170.0,5.2,3274.0
3097,61834,Estimate,Male,162.0,4.9,3278.0
3098,61834,Margin of Error,Female,83.0,2.7,395.0
3099,61834,Margin of Error,Male,70.0,2.1,341.0
3100,61839,Estimate,Female,14.0,3.8,373.0
3101,61839,Estimate,Male,21.0,7.3,288.0
3102,61839,Margin of Error,Female,12.0,3.4,92.0
3103,61839,Margin of Error,Male,14.0,4.7,63.0
3104,61840,Estimate,Female,8.0,2.9,275.0
3105,61840,Estimate,Male,30.0,8.8,339.0
3106,61840,Margin of Error,Female,12.0,4.6,87.0
3107,61840,Margin of Error,Male,32.0,9.1,133.0
3108,61841,Estimate,Female,38.0,5.9,641.0
3109,61841,Estimate,Male,14.0,2.5,557.0
3110,61841,Margin of Error,Female,22.0,3.5,109.0
3111,61841,Margin of Error,Male,11.0,1.9,98.0
3112,61842,Estimate,Female,160.0,11.7,1366.0
3113,61842,Estimate,Male,99.0,8.8,1129.0
3114,61842,Margin of Error,Female,87.0,6.2,137.0
3115,61842,Margin of Error,Male,69.0,5.8,158.0
3116,61843,Estimate,Female,60.0,5.1,1170.0
3117,61843,Estimate,Male,16.0,1.4,1131.0
3118,61843,Margin of Error,Female,54.0,4.3,183.0
3119,61843,Margin of Error,Male,13.0,1.2,189.0
3120,61844,Estimate,Female,39.0,9.2,424.0
3121,61844,Estimate,Male,21.0,5.3,400.0
3122,61844,Margin of Error,Female,26.0,5.8,91.0
3123,61844,Margin of Error,Male,18.0,4.3,98.0
3124,61845,Estimate,Female,2.0,1.1,181.0
3125,61845,Estimate,Male,3.0,1.6,184.0
3126,61845,Margin of Error,Female,3.0,1.8,57.0
3127,61845,Margin of Error,Male,4.0,2.1,50.0
3128,61846,Estimate,Female,268.0,11.8,2269.0
3129,61846,Estimate,Male,409.0,15.1,2700.0
3130,61846,Margin of Error,Female,107.0,4.8,207.0
3131,61846,Margin of Error,Male,185.0,7.1,255.0
3132,61847,Estimate,Female,36.0,5.9,606.0
3133,61847,Estimate,Male,17.0,2.9,585.0
3134,61847,Margin of Error,Female,21.0,3.4,85.0
3135,61847,Margin of Error,Male,13.0,2.2,77.0
3136,61848,Estimate,Female,16.0,16.5,97.0
3137,61848,Estimate,Male,10.0,11.4,88.0
3138,61848,Margin of Error,Female,14.0,13.7,41.0
3139,61848,Margin of Error,Male,8.0,9.9,34.0
3140,61849,Estimate,Female,84.0,8.7,970.0
3141,61849,Estimate,Male,69.0,6.4,1085.0
3142,61849,Margin of Error,Female,46.0,5.0,196.0
3143,61849,Margin of Error,Male,50.0,4.7,207.0
3144,61850,Estimate,Female,22.0,11.2,196.0
3145,61850,Estimate,Male,8.0,3.8,209.0
3146,61850,Margin of Error,Female,16.0,8.3,68.0
3147,61850,Margin of Error,Male,7.0,3.6,69.0
3148,61851,Estimate,Female,19.0,12.0,158.0
3149,61851,Estimate,Male,25.0,16.4,152.0
3150,61851,Margin of Error,Female,16.0,9.7,49.0
3151,61851,Margin of Error,Male,22.0,13.5,47.0
3152,61852,Estimate,Female,11.0,9.5,116.0
3153,61852,Estimate,Male,17.0,13.7,124.0
3154,61852,Margin of Error,Female,9.0,8.9,59.0
3155,61852,Margin of Error,Male,11.0,11.7,67.0
3156,61853,Estimate,Female,266.0,3.7,7241.0
3157,61853,Estimate,Male,156.0,2.3,6716.0
3158,61853,Margin of Error,Female,138.0,1.9,425.0
3159,61853,Margin of Error,Male,129.0,1.9,357.0
3160,61854,Estimate,Female,21.0,3.1,670.0
3161,61854,Estimate,Male,17.0,2.8,604.0
3162,61854,Margin of Error,Female,12.0,1.9,138.0
3163,61854,Margin of Error,Male,12.0,2.0,109.0
3164,61855,Estimate,Female,10.0,17.9,56.0
3165,61855,Estimate,Male,8.0,19.5,41.0
3166,61855,Margin of Error,Female,14.0,24.0,35.0
3167,61855,Margin of Error,Male,13.0,35.0,31.0
3168,61856,Estimate,Female,236.0,6.1,3897.0
3169,61856,Estimate,Male,261.0,6.5,4038.0
3170,61856,Margin of Error,Female,111.0,2.9,206.0
3171,61856,Margin of Error,Male,167.0,4.1,216.0
3172,61857,Estimate,Female,5.0,7.2,69.0
3173,61857,Estimate,Male,4.0,6.3,64.0
3174,61857,Margin of Error,Female,7.0,10.3,26.0
3175,61857,Margin of Error,Male,7.0,10.7,34.0
3176,61858,Estimate,Female,233.0,15.2,1537.0
3177,61858,Estimate,Male,217.0,16.6,1308.0
3178,61858,Margin of Error,Female,82.0,5.5,132.0
3179,61858,Margin of Error,Male,116.0,8.1,156.0
3180,61859,Estimate,Female,31.0,4.6,675.0
3181,61859,Estimate,Male,26.0,4.3,601.0
3182,61859,Margin of Error,Female,25.0,3.7,124.0
3183,61859,Margin of Error,Male,21.0,3.3,110.0
3184,61862,Estimate,Female,13.0,3.9,331.0
3185,61862,Estimate,Male,4.0,1.3,314.0
3186,61862,Margin of Error,Female,16.0,4.8,96.0
3187,61862,Margin of Error,Male,6.0,1.9,75.0
3188,61863,Estimate,Female,37.0,8.9,417.0
3189,61863,Estimate,Male,13.0,3.8,339.0
3190,61863,Margin of Error,Female,27.0,7.4,152.0
3191,61863,Margin of Error,Male,12.0,3.4,84.0
3192,61864,Estimate,Female,82.0,9.4,869.0
3193,61864,Estimate,Male,45.0,5.0,900.0
3194,61864,Margin of Error,Female,72.0,7.6,188.0
3195,61864,Margin of Error,Male,45.0,5.1,253.0
3196,61865,Estimate,Female,70.0,9.2,765.0
3197,61865,Estimate,Male,71.0,8.8,807.0
3198,61865,Margin of Error,Female,33.0,4.2,101.0
3199,61865,Margin of Error,Male,44.0,5.5,111.0
3200,61866,Estimate,Female,1672.0,23.3,7172.0
3201,61866,Estimate,Male,927.0,14.5,6403.0
3202,61866,Margin of Error,Female,589.0,7.5,418.0
3203,61866,Margin of Error,Male,323.0,5.1,409.0
3204,61870,Estimate,Female,68.0,11.6,584.0
3205,61870,Estimate,Male,24.0,4.1,584.0
3206,61870,Margin of Error,Female,33.0,5.7,124.0
3207,61870,Margin of Error,Male,16.0,3.0,128.0
3208,61871,Estimate,Female,9.0,5.0,180.0
3209,61871,Estimate,Male,12.0,7.3,165.0
3210,61871,Margin of Error,Female,13.0,6.8,60.0
3211,61871,Margin of Error,Male,19.0,10.9,49.0
3212,61872,Estimate,Female,10.0,3.2,312.0
3213,61872,Estimate,Male,12.0,4.5,269.0
3214,61872,Margin of Error,Female,8.0,2.8,100.0
3215,61872,Margin of Error,Male,13.0,4.5,74.0
3216,61873,Estimate,Female,290.0,9.3,3131.0
3217,61873,Estimate,Male,43.0,1.4,2970.0
3218,61873,Margin of Error,Female,203.0,6.3,279.0
3219,61873,Margin of Error,Male,60.0,2.0,250.0
3220,61874,Estimate,Female,690.0,14.8,4663.0
3221,61874,Estimate,Male,417.0,11.6,3603.0
3222,61874,Margin of Error,Female,276.0,5.4,462.0
3223,61874,Margin of Error,Male,213.0,5.5,399.0
3224,61875,Estimate,Female,0.0,0.0,370.0
3225,61875,Estimate,Male,28.0,8.3,336.0
3226,61875,Margin of Error,Female,12.0,8.4,158.0
3227,61875,Margin of Error,Male,30.0,7.8,148.0
3228,61876,Estimate,Female,25.0,6.7,375.0
3229,61876,Estimate,Male,6.0,2.3,265.0
3230,61876,Margin of Error,Female,19.0,4.9,100.0
3231,61876,Margin of Error,Male,9.0,3.3,64.0
3232,61877,Estimate,Female,45.0,5.6,807.0
3233,61877,Estimate,Male,8.0,1.1,738.0
3234,61877,Margin of Error,Female,29.0,3.6,121.0
3235,61877,Margin of Error,Male,12.0,1.6,109.0
3236,61878,Estimate,Female,63.0,10.0,630.0
3237,61878,Estimate,Male,59.0,9.3,633.0
3238,61878,Margin of Error,Female,33.0,4.8,101.0
3239,61878,Margin of Error,Male,35.0,5.4,108.0
3240,61880,Estimate,Female,263.0,12.1,2171.0
3241,61880,Estimate,Male,141.0,8.5,1652.0
3242,61880,Margin of Error,Female,135.0,6.3,413.0
3243,61880,Margin of Error,Male,114.0,6.5,365.0
3244,61882,Estimate,Female,33.0,12.5,265.0
3245,61882,Estimate,Male,53.0,13.6,390.0
3246,61882,Margin of Error,Female,19.0,6.5,61.0
3247,61882,Margin of Error,Male,40.0,9.5,86.0
3248,61883,Estimate,Female,220.0,9.6,2288.0
3249,61883,Estimate,Male,201.0,10.8,1854.0
3250,61883,Margin of Error,Female,116.0,5.1,192.0
3251,61883,Margin of Error,Male,99.0,5.3,162.0
3252,61884,Estimate,Female,10.0,2.1,471.0
3253,61884,Estimate,Male,0.0,0.0,513.0
3254,61884,Margin of Error,Female,14.0,2.9,113.0
3255,61884,Margin of Error,Male,12.0,6.1,109.0
3256,61910,Estimate,Female,343.0,14.3,2406.0
3257,61910,Estimate,Male,232.0,9.9,2332.0
3258,61910,Margin of Error,Female,184.0,6.9,268.0
3259,61910,Margin of Error,Male,172.0,6.9,292.0
3260,61911,Estimate,Female,286.0,11.4,2508.0
3261,61911,Estimate,Male,287.0,11.6,2467.0
3262,61911,Margin of Error,Female,145.0,5.6,297.0
3263,61911,Margin of Error,Male,144.0,5.6,310.0
3264,61912,Estimate,Female,133.0,17.9,741.0
3265,61912,Estimate,Male,96.0,14.1,680.0
3266,61912,Margin of Error,Female,79.0,9.2,139.0
3267,61912,Margin of Error,Male,65.0,8.7,167.0
3268,61913,Estimate,Female,116.0,13.9,836.0
3269,61913,Estimate,Male,84.0,12.3,685.0
3270,61913,Margin of Error,Female,66.0,6.4,163.0
3271,61913,Margin of Error,Male,51.0,6.9,126.0
3272,61914,Estimate,Female,96.0,9.9,970.0
3273,61914,Estimate,Male,60.0,7.1,846.0
3274,61914,Margin of Error,Female,83.0,8.6,167.0
3275,61914,Margin of Error,Male,56.0,6.5,133.0
3276,61917,Estimate,Female,20.0,8.2,244.0
3277,61917,Estimate,Male,43.0,15.0,286.0
3278,61917,Margin of Error,Female,14.0,6.0,52.0
3279,61917,Margin of Error,Male,22.0,7.2,60.0
3280,61919,Estimate,Female,24.0,5.4,448.0
3281,61919,Estimate,Male,16.0,4.1,388.0
3282,61919,Margin of Error,Female,16.0,3.7,91.0
3283,61919,Margin of Error,Male,11.0,3.3,86.0
3284,61920,Estimate,Female,2533.0,24.3,10404.0
3285,61920,Estimate,Male,2340.0,23.2,10092.0
3286,61920,Margin of Error,Female,474.0,4.4,459.0
3287,61920,Margin of Error,Male,481.0,4.5,362.0
3288,61924,Estimate,Female,118.0,10.7,1105.0
3289,61924,Estimate,Male,49.0,4.2,1173.0
3290,61924,Margin of Error,Female,54.0,4.5,154.0
3291,61924,Margin of Error,Male,29.0,2.5,124.0
3292,61925,Estimate,Female,136.0,25.2,539.0
3293,61925,Estimate,Male,59.0,9.4,626.0
3294,61925,Margin of Error,Female,147.0,22.4,184.0
3295,61925,Margin of Error,Male,48.0,8.1,204.0
3296,61928,Estimate,Female,21.0,6.5,324.0
3297,61928,Estimate,Male,16.0,4.1,387.0
3298,61928,Margin of Error,Female,17.0,5.6,107.0
3299,61928,Margin of Error,Male,12.0,3.3,138.0
3300,61929,Estimate,Female,33.0,10.7,307.0
3301,61929,Estimate,Male,24.0,6.4,375.0
3302,61929,Margin of Error,Female,20.0,6.6,77.0
3303,61929,Margin of Error,Male,22.0,5.6,87.0
3304,61930,Estimate,Female,12.0,3.2,372.0
3305,61930,Estimate,Male,6.0,2.0,299.0
3306,61930,Margin of Error,Female,12.0,2.9,106.0
3307,61930,Margin of Error,Male,8.0,2.8,106.0
3308,61931,Estimate,Female,80.0,10.9,736.0
3309,61931,Estimate,Male,86.0,14.0,614.0
3310,61931,Margin of Error,Female,81.0,11.2,182.0
3311,61931,Margin of Error,Male,82.0,12.9,165.0
3312,61932,Estimate,Female,44.0,16.4,268.0
3313,61932,Estimate,Male,44.0,15.0,294.0
3314,61932,Margin of Error,Female,35.0,12.7,86.0
3315,61932,Margin of Error,Male,30.0,8.8,67.0
3316,61933,Estimate,Female,78.0,15.7,498.0
3317,61933,Estimate,Male,89.0,17.0,523.0
3318,61933,Margin of Error,Female,44.0,9.0,118.0
3319,61933,Margin of Error,Male,40.0,7.4,119.0
3320,61936,Estimate,Female,0.0,0.0,150.0
3321,61936,Estimate,Male,0.0,0.0,120.0
3322,61936,Margin of Error,Female,12.0,19.3,138.0
3323,61936,Margin of Error,Male,12.0,23.4,78.0
3324,61937,Estimate,Female,52.0,5.9,881.0
3325,61937,Estimate,Male,113.0,12.5,904.0
3326,61937,Margin of Error,Female,29.0,3.4,117.0
3327,61937,Margin of Error,Male,53.0,5.3,131.0
3328,61938,Estimate,Female,2094.0,20.0,10484.0
3329,61938,Estimate,Male,1757.0,17.1,10273.0
3330,61938,Margin of Error,Female,399.0,3.7,420.0
3331,61938,Margin of Error,Male,432.0,4.2,429.0
3332,61940,Estimate,Female,18.0,12.4,145.0
3333,61940,Estimate,Male,16.0,8.3,193.0
3334,61940,Margin of Error,Female,16.0,11.2,47.0
3335,61940,Margin of Error,Male,19.0,9.7,67.0
3336,61941,Estimate,Female,43.0,50.6,85.0
3337,61941,Estimate,Male,0.0,0.0,96.0
3338,61941,Margin of Error,Female,60.0,18.6,105.0
3339,61941,Margin of Error,Male,12.0,28.0,106.0
3340,61942,Estimate,Female,55.0,10.5,522.0
3341,61942,Estimate,Male,45.0,9.2,490.0
3342,61942,Margin of Error,Female,36.0,7.2,99.0
3343,61942,Margin of Error,Male,32.0,6.7,88.0
3344,61943,Estimate,Female,127.0,14.4,882.0
3345,61943,Estimate,Male,62.0,7.6,819.0
3346,61943,Margin of Error,Female,71.0,7.4,140.0
3347,61943,Margin of Error,Male,29.0,3.6,153.0
3348,61944,Estimate,Female,858.0,14.1,6069.0
3349,61944,Estimate,Male,473.0,8.4,5636.0
3350,61944,Margin of Error,Female,239.0,4.0,173.0
3351,61944,Margin of Error,Male,146.0,2.6,184.0
3352,61949,Estimate,Female,10.0,10.8,93.0
3353,61949,Estimate,Male,3.0,4.2,72.0
3354,61949,Margin of Error,Female,9.0,9.6,37.0
3355,61949,Margin of Error,Male,3.0,4.5,32.0
3356,61951,Estimate,Female,369.0,9.6,3861.0
3357,61951,Estimate,Male,256.0,7.2,3535.0
3358,61951,Margin of Error,Female,138.0,3.6,172.0
3359,61951,Margin of Error,Male,140.0,3.9,170.0
3360,61953,Estimate,Female,376.0,13.7,2740.0
3361,61953,Estimate,Male,250.0,8.8,2841.0
3362,61953,Margin of Error,Female,141.0,5.2,226.0
3363,61953,Margin of Error,Male,118.0,4.0,181.0
3364,61955,Estimate,Female,15.0,16.5,91.0
3365,61955,Estimate,Male,11.0,8.3,133.0
3366,61955,Margin of Error,Female,23.0,22.1,50.0
3367,61955,Margin of Error,Male,12.0,8.8,59.0
3368,61956,Estimate,Female,179.0,13.3,1345.0
3369,61956,Estimate,Male,116.0,7.9,1461.0
3370,61956,Margin of Error,Female,85.0,5.9,111.0
3371,61956,Margin of Error,Male,65.0,4.5,124.0
3372,61957,Estimate,Female,104.0,12.9,804.0
3373,61957,Estimate,Male,104.0,12.9,809.0
3374,61957,Margin of Error,Female,47.0,5.4,109.0
3375,61957,Margin of Error,Male,55.0,6.2,116.0
3376,62001,Estimate,Female,41.0,5.5,747.0
3377,62001,Estimate,Male,45.0,6.6,677.0
3378,62001,Margin of Error,Female,24.0,3.2,124.0
3379,62001,Margin of Error,Male,52.0,7.2,115.0
3380,62002,Estimate,Female,3294.0,20.9,15739.0
3381,62002,Estimate,Male,2962.0,20.3,14612.0
3382,62002,Margin of Error,Female,521.0,3.2,534.0
3383,62002,Margin of Error,Male,428.0,2.9,510.0
3384,62006,Estimate,Female,8.0,3.4,234.0
3385,62006,Estimate,Male,3.0,1.2,257.0
3386,62006,Margin of Error,Female,9.0,3.8,73.0
3387,62006,Margin of Error,Male,5.0,1.8,64.0
3388,62009,Estimate,Female,279.0,33.1,843.0
3389,62009,Estimate,Male,292.0,28.9,1010.0
3390,62009,Margin of Error,Female,95.0,9.5,116.0
3391,62009,Margin of Error,Male,117.0,10.4,115.0
3392,62010,Estimate,Female,482.0,8.5,5648.0
3393,62010,Estimate,Male,345.0,6.6,5257.0
3394,62010,Margin of Error,Female,167.0,3.0,341.0
3395,62010,Margin of Error,Male,182.0,3.3,340.0
3396,62011,Estimate,Female,7.0,9.1,77.0
3397,62011,Estimate,Male,21.0,17.1,123.0
3398,62011,Margin of Error,Female,9.0,12.2,38.0
