,Zipcode,Stats,SEX,Below poverty level,Percent below poverty level,Total
1074,60559,Margin of Error,Female,354.0,2.8,505.0
1075,60559,Margin of Error,Male,333.0,2.9,473.0
1076,60560,Estimate,Female,954.0,7.9,12022.0
1077,60560,Estimate,Male,539.0,4.1,13041.0
1078,60560,Margin of Error,Female,447.0,3.6,648.0
1079,60560,Margin of Error,Male,259.0,2.0,858.0
1080,60561,Estimate,Female,589.0,5.2,11338.0
1081,60561,Estimate,Male,437.0,3.9,11336.0
1082,60561,Margin of Error,Female,212.0,1.8,525.0
1083,60561,Margin of Error,Male,162.0,1.4,544.0
1084,60563,Estimate,Female,988.0,5.1,19326.0
1085,60563,Estimate,Male,941.0,5.1,18515.0
1086,60563,Margin of Error,Female,313.0,1.6,839.0
1087,60563,Margin of Error,Male,335.0,1.8,899.0
1088,60564,Estimate,Female,970.0,4.4,21822.0
1089,60564,Estimate,Male,983.0,4.5,21744.0
1090,60564,Margin of Error,Female,381.0,1.7,854.0
1091,60564,Margin of Error,Male,392.0,1.8,768.0
1092,60565,Estimate,Female,694.0,3.5,19775.0
1093,60565,Estimate,Male,387.0,2.0,19306.0
1094,60565,Margin of Error,Female,366.0,1.8,892.0
1095,60565,Margin of Error,Male,156.0,0.8,854.0
1096,60585,Estimate,Female,154.0,1.2,12749.0
1097,60585,Estimate,Male,95.0,0.7,12712.0
1098,60585,Margin of Error,Female,97.0,0.8,693.0
1099,60585,Margin of Error,Male,82.0,0.7,703.0
1100,60586,Estimate,Female,1246.0,5.2,23775.0
1101,60586,Estimate,Male,930.0,4.0,23119.0
1102,60586,Margin of Error,Female,496.0,2.0,1033.0
1103,60586,Margin of Error,Male,385.0,1.7,1094.0
1104,60601,Estimate,Female,991.0,13.3,7434.0
1105,60601,Estimate,Male,249.0,3.8,6491.0
1106,60601,Margin of Error,Female,751.0,8.4,1351.0
1107,60601,Margin of Error,Male,149.0,2.3,1007.0
1108,60602,Estimate,Female,0.0,0.0,731.0
1109,60602,Estimate,Male,10.0,1.2,845.0
1110,60602,Margin of Error,Female,12.0,4.3,281.0
1111,60602,Margin of Error,Male,17.0,2.3,295.0
1112,60603,Estimate,Female,61.0,14.1,432.0
1113,60603,Estimate,Male,50.0,9.1,549.0
1114,60603,Margin of Error,Female,74.0,15.5,105.0
1115,60603,Margin of Error,Male,60.0,10.1,189.0
1116,60604,Estimate,Female,188.0,42.6,441.0
1117,60604,Estimate,Male,21.0,7.3,288.0
1118,60604,Margin of Error,Female,172.0,25.4,199.0
1119,60604,Margin of Error,Male,27.0,9.3,101.0
1120,60605,Estimate,Female,1198.0,8.0,15032.0
1121,60605,Estimate,Male,623.0,4.8,13015.0
1122,60605,Margin of Error,Female,508.0,3.2,1241.0
1123,60605,Margin of Error,Male,256.0,1.9,1370.0
1124,60606,Estimate,Female,67.0,4.0,1679.0
1125,60606,Estimate,Male,153.0,10.0,1525.0
1126,60606,Margin of Error,Female,50.0,3.1,577.0
1127,60606,Margin of Error,Male,87.0,5.4,349.0
1128,60607,Estimate,Female,2738.0,20.2,13547.0
1129,60607,Estimate,Male,2325.0,16.6,14044.0
1130,60607,Margin of Error,Female,545.0,3.9,1079.0
1131,60607,Margin of Error,Male,621.0,3.9,1497.0
1132,60608,Estimate,Female,6230.0,18.1,34397.0
1133,60608,Estimate,Male,5261.0,14.9,35262.0
1134,60608,Margin of Error,Female,922.0,2.5,1831.0
1135,60608,Margin of Error,Male,764.0,2.1,1784.0
1136,60609,Estimate,Female,8751.0,28.8,30432.0
1137,60609,Estimate,Male,7246.0,24.4,29738.0
1138,60609,Margin of Error,Female,996.0,2.9,1513.0
1139,60609,Margin of Error,Male,1050.0,2.9,1748.0
1140,60610,Estimate,Female,2724.0,13.2,20628.0
1141,60610,Estimate,Male,1510.0,8.1,18725.0
1142,60610,Margin of Error,Female,741.0,3.3,1198.0
1143,60610,Margin of Error,Male,404.0,2.0,1424.0
1144,60611,Estimate,Female,2118.0,11.9,17795.0
1145,60611,Estimate,Male,1248.0,8.0,15650.0
1146,60611,Margin of Error,Female,432.0,2.4,1331.0
1147,60611,Margin of Error,Male,334.0,2.1,1234.0
1148,60612,Estimate,Female,5411.0,32.2,16798.0
1149,60612,Estimate,Male,3804.0,27.2,13973.0
1150,60612,Margin of Error,Female,702.0,3.5,970.0
1151,60612,Margin of Error,Male,482.0,3.0,736.0
1152,60613,Estimate,Female,3026.0,11.6,26146.0
1153,60613,Estimate,Male,1924.0,7.7,24920.0
1154,60613,Margin of Error,Female,592.0,2.0,1377.0
1155,60613,Margin of Error,Male,508.0,1.8,1592.0
1156,60614,Estimate,Female,3444.0,10.0,34326.0
1157,60614,Estimate,Male,2630.0,7.6,34594.0
1158,60614,Margin of Error,Female,645.0,1.6,1660.0
1159,60614,Margin of Error,Male,448.0,1.2,1504.0
1160,60615,Estimate,Female,6024.0,26.8,22458.0
1161,60615,Estimate,Male,4723.0,25.8,18271.0
1162,60615,Margin of Error,Female,602.0,2.5,1283.0
1163,60615,Margin of Error,Male,687.0,3.2,993.0
1164,60616,Estimate,Female,5716.0,21.7,26307.0
1165,60616,Estimate,Male,4317.0,18.3,23645.0
1166,60616,Margin of Error,Female,621.0,2.5,1419.0
1167,60616,Margin of Error,Male,642.0,2.7,1558.0
1168,60617,Estimate,Female,11188.0,24.9,44967.0
1169,60617,Estimate,Male,7864.0,21.3,36840.0
1170,60617,Margin of Error,Female,1363.0,2.7,2196.0
1171,60617,Margin of Error,Male,991.0,2.4,1673.0
1172,60618,Estimate,Female,5040.0,10.7,47305.0
1173,60618,Estimate,Male,3342.0,7.1,47008.0
1174,60618,Margin of Error,Female,827.0,1.7,2137.0
1175,60618,Margin of Error,Male,637.0,1.4,1906.0
1176,60619,Estimate,Female,8717.0,25.4,34310.0
1177,60619,Estimate,Male,6033.0,22.4,26888.0
1178,60619,Margin of Error,Female,1187.0,3.0,2104.0
1179,60619,Margin of Error,Male,746.0,2.7,1259.0
1180,60620,Estimate,Female,9623.0,25.7,37464.0
1181,60620,Estimate,Male,7026.0,23.0,30590.0
1182,60620,Margin of Error,Female,1156.0,2.7,1948.0
1183,60620,Margin of Error,Male,1046.0,3.1,1914.0
1184,60621,Estimate,Female,6180.0,43.0,14364.0
1185,60621,Estimate,Male,4361.0,36.7,11868.0
1186,60621,Margin of Error,Female,955.0,4.8,1126.0
1187,60621,Margin of Error,Male,555.0,4.0,898.0
1188,60622,Estimate,Female,2486.0,9.6,25903.0
1189,60622,Estimate,Male,2498.0,9.4,26588.0
1190,60622,Margin of Error,Female,377.0,1.4,1276.0
1191,60622,Margin of Error,Male,445.0,1.6,1279.0
1192,60623,Estimate,Female,11934.0,30.5,39181.0
1193,60623,Estimate,Male,9191.0,24.1,38202.0
1194,60623,Margin of Error,Female,1273.0,2.6,2070.0
1195,60623,Margin of Error,Male,1239.0,3.0,1753.0
1196,60624,Estimate,Female,7290.0,40.0,18204.0
1197,60624,Estimate,Male,6452.0,39.6,16301.0
1198,60624,Margin of Error,Female,1031.0,4.4,1224.0
1199,60624,Margin of Error,Male,913.0,4.7,1128.0
1200,60625,Estimate,Female,5306.0,13.5,39308.0
1201,60625,Estimate,Male,3616.0,9.7,37345.0
1202,60625,Margin of Error,Female,744.0,1.7,1742.0
1203,60625,Margin of Error,Male,567.0,1.5,1671.0
1204,60626,Estimate,Female,5535.0,22.6,24460.0
1205,60626,Estimate,Male,4652.0,20.0,23223.0
1206,60626,Margin of Error,Female,821.0,3.2,2046.0
1207,60626,Margin of Error,Male,630.0,2.4,1568.0
1208,60628,Estimate,Female,8406.0,24.1,34832.0
1209,60628,Estimate,Male,6546.0,22.1,29579.0
1210,60628,Margin of Error,Female,1183.0,3.0,1876.0
1211,60628,Margin of Error,Male,916.0,2.8,1559.0
1212,60629,Estimate,Female,11274.0,20.5,54984.0
1213,60629,Estimate,Male,8956.0,17.1,52484.0
1214,60629,Margin of Error,Female,1493.0,2.4,2317.0
1215,60629,Margin of Error,Male,1602.0,2.8,2212.0
1216,60630,Estimate,Female,2506.0,8.9,28013.0
1217,60630,Estimate,Male,1412.0,5.2,27358.0
1218,60630,Margin of Error,Female,513.0,1.8,1341.0
1219,60630,Margin of Error,Male,335.0,1.2,1644.0
1220,60631,Estimate,Female,804.0,5.6,14383.0
1221,60631,Estimate,Male,605.0,4.3,13934.0
1222,60631,Margin of Error,Female,226.0,1.5,957.0
1223,60631,Margin of Error,Male,233.0,1.6,992.0
1224,60632,Estimate,Female,7609.0,18.3,41676.0
1225,60632,Estimate,Male,6307.0,14.2,44432.0
1226,60632,Margin of Error,Female,980.0,2.3,2148.0
1227,60632,Margin of Error,Male,1082.0,2.2,2580.0
1228,60633,Estimate,Female,1056.0,17.1,6188.0
1229,60633,Estimate,Male,921.0,15.0,6160.0
1230,60633,Margin of Error,Female,317.0,5.0,1015.0
1231,60633,Margin of Error,Male,381.0,6.3,726.0
1232,60634,Estimate,Female,3948.0,10.2,38756.0
1233,60634,Estimate,Male,2600.0,7.1,36464.0
1234,60634,Margin of Error,Female,707.0,1.7,1545.0
1235,60634,Margin of Error,Male,550.0,1.4,1582.0
1236,60636,Estimate,Female,5499.0,33.7,16295.0
1237,60636,Estimate,Male,3804.0,28.0,13601.0
1238,60636,Margin of Error,Female,780.0,4.3,879.0
1239,60636,Margin of Error,Male,592.0,3.7,1062.0
1240,60637,Estimate,Female,9130.0,37.2,24550.0
1241,60637,Estimate,Male,5804.0,31.1,18667.0
1242,60637,Margin of Error,Female,931.0,3.4,1385.0
1243,60637,Margin of Error,Male,628.0,2.9,1011.0
1244,60638,Estimate,Female,2679.0,9.6,27868.0
1245,60638,Estimate,Male,2249.0,7.7,29022.0
1246,60638,Margin of Error,Female,508.0,1.8,1456.0
1247,60638,Margin of Error,Male,505.0,1.8,1785.0
1248,60639,Estimate,Female,8286.0,18.8,44099.0
1249,60639,Estimate,Male,6971.0,15.9,43833.0
1250,60639,Margin of Error,Female,1325.0,2.6,1988.0
1251,60639,Margin of Error,Male,1164.0,2.4,1838.0
1252,60640,Estimate,Female,6801.0,20.5,33127.0
1253,60640,Estimate,Male,6466.0,18.3,35256.0
1254,60640,Margin of Error,Female,991.0,2.7,1580.0
1255,60640,Margin of Error,Male,722.0,1.9,1524.0
1256,60641,Estimate,Female,4580.0,12.6,36398.0
1257,60641,Estimate,Male,3295.0,9.9,33324.0
1258,60641,Margin of Error,Female,718.0,1.8,1715.0
1259,60641,Margin of Error,Male,537.0,1.5,1576.0
1260,60642,Estimate,Female,971.0,9.7,9968.0
1261,60642,Estimate,Male,547.0,5.4,10223.0
1262,60642,Margin of Error,Female,275.0,2.7,962.0
1263,60642,Margin of Error,Male,204.0,1.8,749.0
1264,60643,Estimate,Female,3881.0,14.7,26356.0
1265,60643,Estimate,Male,2654.0,12.3,21582.0
1266,60643,Margin of Error,Female,665.0,2.5,1175.0
1267,60643,Margin of Error,Male,525.0,2.3,1173.0
1268,60644,Estimate,Female,7527.0,31.8,23696.0
1269,60644,Estimate,Male,6783.0,32.0,21178.0
1270,60644,Margin of Error,Female,1171.0,3.7,1896.0
1271,60644,Margin of Error,Male,1291.0,4.4,1902.0
1272,60645,Estimate,Female,3910.0,17.0,23067.0
1273,60645,Estimate,Male,3032.0,13.0,23343.0
1274,60645,Margin of Error,Female,874.0,3.6,1567.0
1275,60645,Margin of Error,Male,687.0,2.9,1613.0
1276,60646,Estimate,Female,1251.0,8.1,15515.0
1277,60646,Estimate,Male,632.0,4.7,13346.0
1278,60646,Margin of Error,Female,454.0,2.8,1082.0
1279,60646,Margin of Error,Male,261.0,1.9,874.0
1280,60647,Estimate,Female,5687.0,13.3,42796.0
1281,60647,Estimate,Male,5063.0,11.9,42442.0
1282,60647,Margin of Error,Female,622.0,1.3,1461.0
1283,60647,Margin of Error,Male,681.0,1.5,1384.0
1284,60649,Estimate,Female,7206.0,28.3,25483.0
1285,60649,Estimate,Male,6092.0,29.5,20655.0
1286,60649,Margin of Error,Female,1117.0,4.1,1491.0
1287,60649,Margin of Error,Male,939.0,4.2,1555.0
1288,60651,Estimate,Female,9392.0,27.8,33820.0
1289,60651,Estimate,Male,6537.0,22.2,29415.0
1290,60651,Margin of Error,Female,1223.0,3.3,2123.0
1291,60651,Margin of Error,Male,1030.0,3.2,1916.0
1292,60652,Estimate,Female,3239.0,15.0,21534.0
1293,60652,Estimate,Male,2570.0,12.6,20455.0
1294,60652,Margin of Error,Female,706.0,3.0,1267.0
1295,60652,Margin of Error,Male,575.0,2.7,1420.0
1296,60653,Estimate,Female,6079.0,32.3,18827.0
1297,60653,Estimate,Male,3820.0,26.9,14207.0
1298,60653,Margin of Error,Female,789.0,3.3,1205.0
1299,60653,Margin of Error,Male,487.0,3.0,1064.0
1300,60654,Estimate,Female,947.0,9.5,9951.0
1301,60654,Estimate,Male,577.0,5.3,10861.0
1302,60654,Margin of Error,Female,435.0,4.1,779.0
1303,60654,Margin of Error,Male,190.0,1.7,888.0
1304,60655,Estimate,Female,590.0,4.2,13978.0
1305,60655,Estimate,Male,514.0,3.9,13138.0
1306,60655,Margin of Error,Female,203.0,1.6,975.0
1307,60655,Margin of Error,Male,216.0,1.6,695.0
1308,60656,Estimate,Female,1360.0,9.7,14086.0
1309,60656,Estimate,Male,1158.0,7.8,14885.0
1310,60656,Margin of Error,Female,305.0,2.2,954.0
1311,60656,Margin of Error,Male,435.0,2.8,1063.0
1312,60657,Estimate,Female,2781.0,8.3,33597.0
1313,60657,Estimate,Male,2626.0,7.2,36554.0
1314,60657,Margin of Error,Female,354.0,1.0,1373.0
1315,60657,Margin of Error,Male,486.0,1.3,1862.0
1316,60659,Estimate,Female,3941.0,18.1,21716.0
1317,60659,Estimate,Male,4301.0,19.8,21728.0
1318,60659,Margin of Error,Female,901.0,4.0,1655.0
1319,60659,Margin of Error,Male,1007.0,4.2,1663.0
1320,60660,Estimate,Female,3428.0,16.9,20343.0
1321,60660,Estimate,Male,3124.0,14.4,21708.0
1322,60660,Margin of Error,Female,571.0,2.6,1401.0
1323,60660,Margin of Error,Male,611.0,2.6,1373.0
1324,60661,Estimate,Female,465.0,9.0,5168.0
1325,60661,Estimate,Male,263.0,4.8,5437.0
1326,60661,Margin of Error,Female,176.0,3.3,603.0
1327,60661,Margin of Error,Male,124.0,2.1,573.0
1328,60706,Estimate,Female,737.0,6.6,11227.0
1329,60706,Estimate,Male,683.0,6.1,11181.0
1330,60706,Margin of Error,Female,219.0,2.0,526.0
1331,60706,Margin of Error,Male,208.0,1.8,393.0
1332,60707,Estimate,Female,1850.0,8.3,22225.0
1333,60707,Estimate,Male,1038.0,5.2,20022.0
1334,60707,Margin of Error,Female,437.0,1.9,1041.0
1335,60707,Margin of Error,Male,310.0,1.6,1048.0
1336,60712,Estimate,Female,362.0,5.7,6302.0
1337,60712,Estimate,Male,301.0,5.0,5978.0
1338,60712,Margin of Error,Female,132.0,2.1,279.0
1339,60712,Margin of Error,Male,107.0,1.8,282.0
1340,60714,Estimate,Female,1545.0,10.6,14512.0
1341,60714,Estimate,Male,1034.0,7.6,13651.0
1342,60714,Margin of Error,Female,523.0,3.5,504.0
1343,60714,Margin of Error,Male,350.0,2.5,477.0
1344,60803,Estimate,Female,1001.0,8.7,11550.0
1345,60803,Estimate,Male,979.0,9.0,10819.0
1346,60803,Margin of Error,Female,268.0,2.4,700.0
1347,60803,Margin of Error,Male,386.0,3.6,705.0
1348,60804,Estimate,Female,6598.0,16.1,40888.0
1349,60804,Estimate,Male,4517.0,11.4,39642.0
1350,60804,Margin of Error,Female,837.0,2.0,913.0
1351,60804,Margin of Error,Male,650.0,1.6,907.0
1352,60805,Estimate,Female,747.0,7.1,10497.0
1353,60805,Estimate,Male,354.0,4.1,8573.0
1354,60805,Margin of Error,Female,291.0,2.8,355.0
1355,60805,Margin of Error,Male,149.0,1.7,352.0
1356,60827,Estimate,Female,5185.0,33.1,15676.0
1357,60827,Estimate,Male,3473.0,27.7,12559.0
1358,60827,Margin of Error,Female,937.0,5.1,836.0
1359,60827,Margin of Error,Male,743.0,5.3,907.0
1360,60901,Estimate,Female,4373.0,24.1,18123.0
1361,60901,Estimate,Male,3027.0,18.4,16458.0
1362,60901,Margin of Error,Female,590.0,3.1,471.0
1363,60901,Margin of Error,Male,457.0,2.6,512.0
1364,60910,Estimate,Female,27.0,10.0,269.0
1365,60910,Estimate,Male,42.0,17.2,244.0
1366,60910,Margin of Error,Female,21.0,7.8,74.0
1367,60910,Margin of Error,Male,25.0,9.4,62.0
1368,60911,Estimate,Female,63.0,9.9,635.0
1369,60911,Estimate,Male,30.0,4.5,673.0
1370,60911,Margin of Error,Female,32.0,4.4,112.0
1371,60911,Margin of Error,Male,19.0,2.8,114.0
1372,60912,Estimate,Female,56.0,21.5,261.0
1373,60912,Estimate,Male,12.0,4.4,272.0
1374,60912,Margin of Error,Female,35.0,12.3,58.0
1375,60912,Margin of Error,Male,12.0,4.4,74.0
1376,60913,Estimate,Female,31.0,3.5,875.0
1377,60913,Estimate,Male,32.0,3.8,842.0
1378,60913,Margin of Error,Female,22.0,2.6,180.0
1379,60913,Margin of Error,Male,26.0,3.0,152.0
1380,60914,Estimate,Female,1430.0,10.3,13893.0
1381,60914,Estimate,Male,800.0,6.3,12608.0
1382,60914,Margin of Error,Female,375.0,2.6,532.0
1383,60914,Margin of Error,Male,231.0,1.9,445.0
1384,60915,Estimate,Female,673.0,12.7,5298.0
1385,60915,Estimate,Male,642.0,13.1,4918.0
1386,60915,Margin of Error,Female,251.0,4.5,415.0
1387,60915,Margin of Error,Male,283.0,5.8,398.0
1388,60917,Estimate,Female,17.0,7.0,244.0
1389,60917,Estimate,Male,15.0,6.0,248.0
1390,60917,Margin of Error,Female,14.0,6.3,57.0
1391,60917,Margin of Error,Male,13.0,5.4,61.0
1392,60918,Estimate,Female,40.0,12.7,316.0
1393,60918,Estimate,Male,11.0,2.9,377.0
1394,60918,Margin of Error,Female,23.0,6.8,59.0
1395,60918,Margin of Error,Male,13.0,3.4,74.0
1396,60919,Estimate,Female,33.0,12.3,268.0
1397,60919,Estimate,Male,16.0,6.0,267.0
1398,60919,Margin of Error,Female,26.0,8.9,56.0
1399,60919,Margin of Error,Male,12.0,4.6,71.0
1400,60920,Estimate,Female,5.0,6.3,79.0
1401,60920,Estimate,Male,7.0,8.3,84.0
1402,60920,Margin of Error,Female,8.0,9.1,37.0
1403,60920,Margin of Error,Male,8.0,9.6,37.0
1404,60921,Estimate,Female,152.0,20.6,739.0
1405,60921,Estimate,Male,147.0,16.6,883.0
1406,60921,Margin of Error,Female,79.0,9.3,128.0
1407,60921,Margin of Error,Male,63.0,7.9,169.0
1408,60922,Estimate,Female,200.0,16.7,1199.0
1409,60922,Estimate,Male,143.0,10.6,1351.0
1410,60922,Margin of Error,Female,123.0,9.1,170.0
1411,60922,Margin of Error,Male,93.0,6.8,200.0
1412,60924,Estimate,Female,63.0,8.3,758.0
1413,60924,Estimate,Male,79.0,11.3,697.0
1414,60924,Margin of Error,Female,36.0,4.4,141.0
1415,60924,Margin of Error,Male,43.0,6.3,141.0
1416,60926,Estimate,Female,2.0,10.0,20.0
1417,60926,Estimate,Male,0.0,0.0,25.0
1418,60926,Margin of Error,Female,3.0,16.0,11.0
1419,60926,Margin of Error,Male,12.0,59.3,12.0
1420,60927,Estimate,Female,71.0,6.6,1083.0
1421,60927,Estimate,Male,49.0,4.8,1011.0
1422,60927,Margin of Error,Female,40.0,3.6,142.0
1423,60927,Margin of Error,Male,29.0,2.7,118.0
1424,60928,Estimate,Female,26.0,8.3,312.0
1425,60928,Estimate,Male,13.0,5.0,262.0
1426,60928,Margin of Error,Female,20.0,5.5,55.0
1427,60928,Margin of Error,Male,11.0,4.4,47.0
1428,60929,Estimate,Female,57.0,16.2,351.0
1429,60929,Estimate,Male,56.0,20.6,272.0
1430,60929,Margin of Error,Female,38.0,10.3,77.0
1431,60929,Margin of Error,Male,36.0,10.9,66.0
1432,60930,Estimate,Female,77.0,21.3,361.0
1433,60930,Estimate,Male,53.0,14.6,363.0
1434,60930,Margin of Error,Female,42.0,11.0,74.0
1435,60930,Margin of Error,Male,31.0,8.9,84.0
1436,60931,Estimate,Female,45.0,17.8,253.0
1437,60931,Estimate,Male,39.0,13.6,287.0
1438,60931,Margin of Error,Female,27.0,8.8,59.0
1439,60931,Margin of Error,Male,23.0,7.2,59.0
1440,60932,Estimate,Female,0.0,0.0,122.0
1441,60932,Estimate,Male,0.0,0.0,257.0
1442,60932,Margin of Error,Female,12.0,23.1,117.0
1443,60932,Margin of Error,Male,12.0,11.9,251.0
1444,60933,Estimate,Female,32.0,21.8,147.0
1445,60933,Estimate,Male,19.0,11.7,162.0
1446,60933,Margin of Error,Female,19.0,11.3,42.0
1447,60933,Margin of Error,Male,15.0,8.5,42.0
1448,60934,Estimate,Female,23.0,25.0,92.0
1449,60934,Estimate,Male,9.0,9.3,97.0
1450,60934,Margin of Error,Female,35.0,30.9,45.0
1451,60934,Margin of Error,Male,15.0,14.6,44.0
1452,60935,Estimate,Female,33.0,5.0,666.0
1453,60935,Estimate,Male,18.0,2.9,620.0
1454,60935,Margin of Error,Female,31.0,3.9,162.0
1455,60935,Margin of Error,Male,18.0,2.8,116.0
1456,60936,Estimate,Female,203.0,9.8,2066.0
1457,60936,Estimate,Male,191.0,10.0,1911.0
1458,60936,Margin of Error,Female,98.0,4.7,123.0
1459,60936,Margin of Error,Male,81.0,4.2,140.0
1460,60938,Estimate,Female,126.0,14.0,900.0
1461,60938,Estimate,Male,55.0,6.5,849.0
1462,60938,Margin of Error,Female,44.0,4.9,99.0
1463,60938,Margin of Error,Male,32.0,3.7,119.0
1464,60940,Estimate,Female,118.0,7.9,1496.0
1465,60940,Estimate,Male,65.0,4.2,1561.0
1466,60940,Margin of Error,Female,54.0,3.4,139.0
1467,60940,Margin of Error,Male,42.0,2.7,135.0
1468,60941,Estimate,Female,64.0,6.2,1028.0
1469,60941,Estimate,Male,66.0,6.0,1102.0
1470,60941,Margin of Error,Female,56.0,5.4,166.0
1471,60941,Margin of Error,Male,52.0,4.6,203.0
1472,60942,Estimate,Female,779.0,28.7,2712.0
1473,60942,Estimate,Male,693.0,23.6,2935.0
1474,60942,Margin of Error,Female,280.0,10.0,254.0
1475,60942,Margin of Error,Male,348.0,11.4,227.0
1476,60945,Estimate,Female,35.0,20.3,172.0
1477,60945,Estimate,Male,7.0,6.2,113.0
1478,60945,Margin of Error,Female,28.0,11.1,74.0
1479,60945,Margin of Error,Male,8.0,6.9,32.0
1480,60946,Estimate,Female,57.0,21.4,266.0
1481,60946,Estimate,Male,32.0,16.8,191.0
1482,60946,Margin of Error,Female,48.0,15.0,86.0
1483,60946,Margin of Error,Male,31.0,14.9,45.0
1484,60948,Estimate,Female,50.0,6.6,758.0
1485,60948,Estimate,Male,40.0,4.4,901.0
1486,60948,Margin of Error,Female,40.0,5.2,140.0
1487,60948,Margin of Error,Male,26.0,3.0,204.0
1488,60949,Estimate,Female,60.0,18.5,325.0
1489,60949,Estimate,Male,51.0,17.2,296.0
1490,60949,Margin of Error,Female,53.0,14.3,96.0
1491,60949,Margin of Error,Male,29.0,8.5,89.0
1492,60950,Estimate,Female,437.0,8.1,5404.0
1493,60950,Estimate,Male,330.0,5.9,5622.0
1494,60950,Margin of Error,Female,261.0,4.4,421.0
1495,60950,Margin of Error,Male,177.0,3.1,349.0
1496,60951,Estimate,Female,82.0,24.5,335.0
1497,60951,Estimate,Male,85.0,17.6,482.0
1498,60951,Margin of Error,Female,39.0,10.8,54.0
1499,60951,Margin of Error,Male,46.0,8.8,93.0
1500,60952,Estimate,Female,60.0,23.4,256.0
1501,60952,Estimate,Male,27.0,9.9,273.0
1502,60952,Margin of Error,Female,24.0,8.5,52.0
1503,60952,Margin of Error,Male,20.0,7.2,61.0
1504,60953,Estimate,Female,143.0,10.9,1309.0
1505,60953,Estimate,Male,105.0,8.1,1292.0
1506,60953,Margin of Error,Female,55.0,4.0,119.0
1507,60953,Margin of Error,Male,43.0,3.5,174.0
1508,60954,Estimate,Female,257.0,10.5,2444.0
1509,60954,Estimate,Male,304.0,9.7,3133.0
1510,60954,Margin of Error,Female,143.0,5.8,186.0
1511,60954,Margin of Error,Male,122.0,4.0,195.0
1512,60955,Estimate,Female,101.0,12.5,807.0
1513,60955,Estimate,Male,97.0,12.3,786.0
1514,60955,Margin of Error,Female,50.0,5.6,128.0
1515,60955,Margin of Error,Male,64.0,7.7,126.0
1516,60957,Estimate,Female,338.0,13.5,2506.0
1517,60957,Estimate,Male,246.0,9.3,2651.0
1518,60957,Margin of Error,Female,152.0,6.0,159.0
1519,60957,Margin of Error,Male,122.0,4.6,214.0
1520,60958,Estimate,Female,146.0,19.7,742.0
1521,60958,Estimate,Male,226.0,28.7,787.0
1522,60958,Margin of Error,Female,73.0,9.5,157.0
1523,60958,Margin of Error,Male,117.0,13.7,196.0
1524,60959,Estimate,Female,121.0,23.8,509.0
1525,60959,Estimate,Male,38.0,7.6,497.0
1526,60959,Margin of Error,Female,73.0,12.1,86.0
1527,60959,Margin of Error,Male,21.0,4.1,75.0
1528,60960,Estimate,Female,41.0,10.5,389.0
1529,60960,Estimate,Male,70.0,14.2,492.0
1530,60960,Margin of Error,Female,39.0,9.3,87.0
1531,60960,Margin of Error,Male,61.0,11.3,118.0
1532,60961,Estimate,Female,38.0,10.3,370.0
1533,60961,Estimate,Male,10.0,2.2,463.0
1534,60961,Margin of Error,Female,43.0,10.4,129.0
1535,60961,Margin of Error,Male,12.0,2.7,117.0
1536,60962,Estimate,Female,99.0,32.1,308.0
1537,60962,Estimate,Male,69.0,23.2,298.0
1538,60962,Margin of Error,Female,50.0,13.5,75.0
1539,60962,Margin of Error,Male,32.0,10.1,66.0
1540,60963,Estimate,Female,91.0,11.5,792.0
1541,60963,Estimate,Male,62.0,9.0,689.0
1542,60963,Margin of Error,Female,48.0,6.0,132.0
1543,60963,Margin of Error,Male,30.0,4.5,137.0
1544,60964,Estimate,Female,230.0,9.9,2334.0
1545,60964,Estimate,Male,254.0,10.1,2517.0
1546,60964,Margin of Error,Female,71.0,3.0,177.0
1547,60964,Margin of Error,Male,123.0,4.6,241.0
1548,60966,Estimate,Female,144.0,19.3,746.0
1549,60966,Estimate,Male,113.0,16.1,702.0
1550,60966,Margin of Error,Female,91.0,10.2,145.0
1551,60966,Margin of Error,Male,78.0,9.5,156.0
1552,60968,Estimate,Female,67.0,28.9,232.0
1553,60968,Estimate,Male,37.0,17.5,211.0
1554,60968,Margin of Error,Female,46.0,16.6,65.0
1555,60968,Margin of Error,Male,28.0,11.8,55.0
1556,60969,Estimate,Female,0.0,0.0,27.0
1557,60969,Estimate,Male,2.0,4.8,42.0
1558,60969,Margin of Error,Female,12.0,57.1,17.0
1559,60969,Margin of Error,Male,3.0,7.0,25.0
1560,60970,Estimate,Female,355.0,10.4,3417.0
1561,60970,Estimate,Male,429.0,14.9,2888.0
1562,60970,Margin of Error,Female,125.0,3.6,201.0
1563,60970,Margin of Error,Male,133.0,4.5,193.0
1564,60973,Estimate,Female,20.0,10.9,183.0
1565,60973,Estimate,Male,26.0,16.8,155.0
1566,60973,Margin of Error,Female,18.0,9.2,70.0
1567,60973,Margin of Error,Male,20.0,11.9,82.0
1568,60974,Estimate,Female,37.0,25.3,146.0
1569,60974,Estimate,Male,21.0,13.5,156.0
1570,60974,Margin of Error,Female,29.0,17.0,52.0
1571,60974,Margin of Error,Male,24.0,14.2,59.0
1572,61001,Estimate,Female,123.0,19.6,629.0
1573,61001,Estimate,Male,59.0,11.4,517.0
1574,61001,Margin of Error,Female,94.0,12.5,154.0
1575,61001,Margin of Error,Male,29.0,5.3,92.0
1576,61006,Estimate,Female,167.0,21.3,783.0
