,Zipcode,Age group,Estimate
837,61944,Under 5 years,556.0
838,61949,Under 5 years,3.0
839,61951,Under 5 years,516.0
840,61953,Under 5 years,369.0
841,61955,Under 5 years,5.0
842,61956,Under 5 years,133.0
843,61957,Under 5 years,74.0
844,62001,Under 5 years,125.0
845,62002,Under 5 years,1673.0
846,62006,Under 5 years,9.0
847,62009,Under 5 years,85.0
848,62010,Under 5 years,727.0
849,62011,Under 5 years,0.0
850,62012,Under 5 years,295.0
851,62013,Under 5 years,0.0
852,62014,Under 5 years,329.0
853,62015,Under 5 years,28.0
854,62016,Under 5 years,227.0
855,62017,Under 5 years,42.0
856,62018,Under 5 years,198.0
857,62019,Under 5 years,22.0
858,62021,Under 5 years,22.0
859,62022,Under 5 years,48.0
860,62023,Under 5 years,4.0
861,62024,Under 5 years,641.0
862,62025,Under 5 years,1817.0
863,62027,Under 5 years,17.0
864,62028,Under 5 years,17.0
865,62030,Under 5 years,12.0
866,62031,Under 5 years,21.0
867,62032,Under 5 years,21.0
868,62033,Under 5 years,389.0
869,62034,Under 5 years,865.0
870,62035,Under 5 years,739.0
871,62036,Under 5 years,3.0
872,62037,Under 5 years,127.0
873,62040,Under 5 years,2338.0
874,62044,Under 5 years,91.0
875,62045,Under 5 years,13.0
876,62046,Under 5 years,44.0
877,62047,Under 5 years,178.0
878,62048,Under 5 years,58.0
879,62049,Under 5 years,198.0
880,62050,Under 5 years,11.0
881,62051,Under 5 years,27.0
882,62052,Under 5 years,624.0
883,62053,Under 5 years,21.0
884,62054,Under 5 years,26.0
885,62056,Under 5 years,573.0
886,62058,Under 5 years,22.0
887,62059,Under 5 years,19.0
888,62060,Under 5 years,169.0
889,62061,Under 5 years,102.0
890,62062,Under 5 years,354.0
891,62063,Under 5 years,32.0
892,62065,Under 5 years,0.0
893,62067,Under 5 years,35.0
894,62069,Under 5 years,122.0
895,62070,Under 5 years,0.0
896,62074,Under 5 years,15.0
897,62075,Under 5 years,214.0
898,62076,Under 5 years,0.0
899,62077,Under 5 years,7.0
900,62078,Under 5 years,12.0
901,62079,Under 5 years,0.0
902,62080,Under 5 years,114.0
903,62081,Under 5 years,49.0
904,62082,Under 5 years,133.0
905,62083,Under 5 years,0.0
906,62084,Under 5 years,107.0
907,62085,Under 5 years,23.0
908,62086,Under 5 years,51.0
909,62087,Under 5 years,175.0
910,62088,Under 5 years,224.0
911,62089,Under 5 years,36.0
912,62090,Under 5 years,87.0
913,62091,Under 5 years,69.0
914,62092,Under 5 years,134.0
915,62093,Under 5 years,20.0
916,62094,Under 5 years,31.0
917,62095,Under 5 years,640.0
918,62097,Under 5 years,88.0
919,62098,Under 5 years,0.0
920,62201,Under 5 years,495.0
921,62203,Under 5 years,216.0
922,62204,Under 5 years,635.0
923,62205,Under 5 years,219.0
924,62206,Under 5 years,1114.0
925,62207,Under 5 years,1036.0
926,62208,Under 5 years,862.0
927,62214,Under 5 years,147.0
928,62215,Under 5 years,140.0
929,62216,Under 5 years,227.0
930,62217,Under 5 years,43.0
931,62218,Under 5 years,136.0
932,62219,Under 5 years,57.0
933,62220,Under 5 years,1192.0
934,62221,Under 5 years,1705.0
935,62223,Under 5 years,837.0
936,62225,Under 5 years,580.0
937,62226,Under 5 years,1659.0
938,62230,Under 5 years,549.0
939,62231,Under 5 years,261.0
940,62232,Under 5 years,463.0
941,62233,Under 5 years,274.0
942,62234,Under 5 years,1991.0
943,62236,Under 5 years,1051.0
944,62237,Under 5 years,125.0
945,62238,Under 5 years,15.0
946,62239,Under 5 years,512.0
947,62240,Under 5 years,158.0
948,62241,Under 5 years,42.0
949,62242,Under 5 years,73.0
950,62243,Under 5 years,173.0
951,62244,Under 5 years,34.0
952,62245,Under 5 years,85.0
953,62246,Under 5 years,252.0
954,62248,Under 5 years,17.0
955,62249,Under 5 years,912.0
956,62250,Under 5 years,13.0
957,62253,Under 5 years,27.0
958,62254,Under 5 years,117.0
959,62255,Under 5 years,60.0
960,62257,Under 5 years,130.0
961,62258,Under 5 years,719.0
962,62260,Under 5 years,395.0
963,62261,Under 5 years,0.0
964,62262,Under 5 years,118.0
965,62263,Under 5 years,187.0
966,62264,Under 5 years,264.0
967,62265,Under 5 years,217.0
968,62266,Under 5 years,0.0
969,62268,Under 5 years,41.0
970,62269,Under 5 years,2349.0
971,62271,Under 5 years,110.0
972,62272,Under 5 years,158.0
973,62273,Under 5 years,0.0
974,62274,Under 5 years,385.0
975,62275,Under 5 years,233.0
976,62277,Under 5 years,49.0
977,62278,Under 5 years,394.0
978,62279,Under 5 years,0.0
979,62280,Under 5 years,19.0
980,62281,Under 5 years,355.0
981,62282,Under 5 years,8.0
982,62284,Under 5 years,44.0
983,62285,Under 5 years,149.0
984,62286,Under 5 years,296.0
985,62288,Under 5 years,104.0
986,62289,Under 5 years,20.0
987,62292,Under 5 years,96.0
988,62293,Under 5 years,243.0
989,62294,Under 5 years,1120.0
990,62295,Under 5 years,39.0
991,62297,Under 5 years,22.0
992,62298,Under 5 years,873.0
993,62301,Under 5 years,2179.0
994,62305,Under 5 years,1040.0
995,62311,Under 5 years,56.0
996,62312,Under 5 years,210.0
997,62313,Under 5 years,3.0
998,62314,Under 5 years,8.0
999,62316,Under 5 years,78.0
1000,62319,Under 5 years,5.0
1001,62320,Under 5 years,123.0
1002,62321,Under 5 years,129.0
1003,62323,Under 5 years,0.0
1004,62324,Under 5 years,100.0
1005,62325,Under 5 years,8.0
1006,62326,Under 5 years,128.0
1007,62330,Under 5 years,87.0
1008,62334,Under 5 years,7.0
1009,62336,Under 5 years,2.0
1010,62338,Under 5 years,0.0
1011,62339,Under 5 years,80.0
1012,62340,Under 5 years,152.0
1013,62341,Under 5 years,130.0
1014,62343,Under 5 years,60.0
1015,62344,Under 5 years,0.0
1016,62345,Under 5 years,43.0
1017,62346,Under 5 years,2.0
1018,62347,Under 5 years,82.0
1019,62348,Under 5 years,8.0
1020,62349,Under 5 years,67.0
1021,62351,Under 5 years,73.0
1022,62352,Under 5 years,27.0
1023,62353,Under 5 years,256.0
1024,62354,Under 5 years,50.0
1025,62355,Under 5 years,31.0
1026,62356,Under 5 years,13.0
1027,62357,Under 5 years,21.0
1028,62358,Under 5 years,48.0
1029,62359,Under 5 years,0.0
1030,62360,Under 5 years,202.0
1031,62361,Under 5 years,0.0
1032,62362,Under 5 years,2.0
1033,62363,Under 5 years,199.0
1034,62365,Under 5 years,31.0
1035,62366,Under 5 years,231.0
1036,62367,Under 5 years,34.0
1037,62370,Under 5 years,9.0
1038,62373,Under 5 years,0.0
1039,62374,Under 5 years,0.0
1040,62375,Under 5 years,15.0
1041,62376,Under 5 years,76.0
1042,62378,Under 5 years,36.0
1043,62379,Under 5 years,155.0
1044,62380,Under 5 years,64.0
1045,62401,Under 5 years,1368.0
1046,62410,Under 5 years,129.0
1047,62411,Under 5 years,192.0
1048,62413,Under 5 years,22.0
1049,62414,Under 5 years,44.0
1050,62417,Under 5 years,138.0
1051,62418,Under 5 years,172.0
1052,62419,Under 5 years,8.0
1053,62420,Under 5 years,278.0
1054,62421,Under 5 years,24.0
1055,62422,Under 5 years,53.0
1056,62423,Under 5 years,0.0
1057,62424,Under 5 years,233.0
1058,62425,Under 5 years,0.0
1059,62426,Under 5 years,59.0
1060,62427,Under 5 years,93.0
1061,62428,Under 5 years,143.0
1062,62431,Under 5 years,31.0
1063,62432,Under 5 years,31.0
1064,62433,Under 5 years,33.0
1065,62434,Under 5 years,0.0
1066,62436,Under 5 years,44.0
1067,62438,Under 5 years,11.0
1068,62439,Under 5 years,393.0
1069,62440,Under 5 years,52.0
1070,62441,Under 5 years,470.0
1071,62442,Under 5 years,136.0
1072,62443,Under 5 years,98.0
1073,62444,Under 5 years,7.0
1074,62445,Under 5 years,66.0
1075,62446,Under 5 years,21.0
1076,62447,Under 5 years,244.0
1077,62448,Under 5 years,271.0
1078,62449,Under 5 years,191.0
1079,62450,Under 5 years,743.0
1080,62451,Under 5 years,115.0
1081,62452,Under 5 years,20.0
1082,62454,Under 5 years,524.0
1083,62458,Under 5 years,128.0
1084,62459,Under 5 years,42.0
1085,62460,Under 5 years,47.0
1086,62461,Under 5 years,42.0
1087,62462,Under 5 years,197.0
1088,62463,Under 5 years,31.0
1089,62465,Under 5 years,51.0
1090,62466,Under 5 years,218.0
1091,62467,Under 5 years,175.0
1092,62468,Under 5 years,148.0
1093,62469,Under 5 years,63.0
1094,62471,Under 5 years,633.0
1095,62473,Under 5 years,64.0
1096,62474,Under 5 years,5.0
1097,62475,Under 5 years,121.0
1098,62476,Under 5 years,42.0
1099,62477,Under 5 years,37.0
1100,62478,Under 5 years,8.0
1101,62479,Under 5 years,86.0
1102,62480,Under 5 years,41.0
1103,62481,Under 5 years,19.0
1104,62501,Under 5 years,130.0
1105,62510,Under 5 years,60.0
1106,62512,Under 5 years,19.0
1107,62513,Under 5 years,128.0
1108,62514,Under 5 years,32.0
1109,62515,Under 5 years,15.0
1110,62517,Under 5 years,7.0
1111,62518,Under 5 years,0.0
1112,62519,Under 5 years,0.0
1113,62520,Under 5 years,95.0
1114,62521,Under 5 years,2096.0
1115,62522,Under 5 years,1070.0
1116,62523,Under 5 years,62.0
1117,62526,Under 5 years,1761.0
1118,62530,Under 5 years,99.0
1119,62531,Under 5 years,71.0
1120,62532,Under 5 years,0.0
1121,62533,Under 5 years,119.0
1122,62534,Under 5 years,87.0
1123,62535,Under 5 years,314.0
1124,62536,Under 5 years,19.0
1125,62537,Under 5 years,0.0
1126,62538,Under 5 years,82.0
1127,62539,Under 5 years,64.0
1128,62540,Under 5 years,41.0
1129,62541,Under 5 years,0.0
1130,62543,Under 5 years,22.0
1131,62544,Under 5 years,121.0
1132,62545,Under 5 years,62.0
1133,62546,Under 5 years,74.0
1134,62547,Under 5 years,50.0
1135,62548,Under 5 years,157.0
1136,62549,Under 5 years,316.0
1137,62550,Under 5 years,253.0
1138,62551,Under 5 years,132.0
1139,62553,Under 5 years,7.0
1140,62554,Under 5 years,89.0
1141,62555,Under 5 years,22.0
1142,62556,Under 5 years,14.0
1143,62557,Under 5 years,364.0
1144,62558,Under 5 years,138.0
1145,62560,Under 5 years,32.0
1146,62561,Under 5 years,419.0
1147,62563,Under 5 years,277.0
1148,62565,Under 5 years,348.0
1149,62567,Under 5 years,22.0
1150,62568,Under 5 years,962.0
1151,62570,Under 5 years,14.0
1152,62571,Under 5 years,61.0
1153,62572,Under 5 years,26.0
1154,62573,Under 5 years,24.0
1155,62601,Under 5 years,11.0
1156,62610,Under 5 years,20.0
1157,62611,Under 5 years,71.0
1158,62612,Under 5 years,97.0
1159,62613,Under 5 years,284.0
1160,62615,Under 5 years,303.0
1161,62617,Under 5 years,13.0
1162,62618,Under 5 years,474.0
1163,62621,Under 5 years,67.0
1164,62622,Under 5 years,0.0
1165,62624,Under 5 years,26.0
1166,62625,Under 5 years,5.0
1167,62626,Under 5 years,415.0
1168,62627,Under 5 years,70.0
1169,62628,Under 5 years,52.0
1170,62629,Under 5 years,1052.0
1171,62630,Under 5 years,9.0
1172,62631,Under 5 years,13.0
1173,62633,Under 5 years,24.0
1174,62634,Under 5 years,63.0
1175,62635,Under 5 years,50.0
1176,62638,Under 5 years,71.0
1177,62639,Under 5 years,27.0
1178,62640,Under 5 years,246.0
1179,62642,Under 5 years,77.0
1180,62643,Under 5 years,109.0
1181,62644,Under 5 years,210.0
1182,62649,Under 5 years,25.0
1183,62650,Under 5 years,1295.0
1184,62655,Under 5 years,12.0
1185,62656,Under 5 years,856.0
1186,62661,Under 5 years,104.0
1187,62663,Under 5 years,22.0
1188,62664,Under 5 years,163.0
1189,62665,Under 5 years,74.0
1190,62666,Under 5 years,12.0
1191,62667,Under 5 years,30.0
1192,62668,Under 5 years,51.0
1193,62670,Under 5 years,104.0
1194,62671,Under 5 years,11.0
1195,62672,Under 5 years,0.0
1196,62673,Under 5 years,15.0
1197,62674,Under 5 years,36.0
1198,62675,Under 5 years,289.0
1199,62677,Under 5 years,86.0
1200,62681,Under 5 years,196.0
1201,62682,Under 5 years,27.0
1202,62684,Under 5 years,362.0
1203,62685,Under 5 years,107.0
1204,62688,Under 5 years,18.0
1205,62689,Under 5 years,19.0
1206,62690,Under 5 years,96.0
1207,62691,Under 5 years,135.0
1208,62692,Under 5 years,162.0
1209,62693,Under 5 years,83.0
1210,62694,Under 5 years,126.0
1211,62695,Under 5 years,18.0
1212,62701,Under 5 years,0.0
1213,62702,Under 5 years,2434.0
1214,62703,Under 5 years,1538.0
1215,62704,Under 5 years,2152.0
1216,62707,Under 5 years,400.0
1217,62711,Under 5 years,823.0
1218,62712,Under 5 years,632.0
1219,62801,Under 5 years,1172.0
1220,62803,Under 5 years,98.0
1221,62806,Under 5 years,235.0
1222,62807,Under 5 years,34.0
1223,62808,Under 5 years,63.0
1224,62809,Under 5 years,0.0
1225,62810,Under 5 years,82.0
1226,62811,Under 5 years,16.0
1227,62812,Under 5 years,726.0
1228,62814,Under 5 years,104.0
1229,62815,Under 5 years,4.0
1230,62816,Under 5 years,51.0
1231,62817,Under 5 years,0.0
1232,62818,Under 5 years,20.0
1233,62819,Under 5 years,15.0
1234,62820,Under 5 years,4.0
1235,62821,Under 5 years,366.0
1236,62822,Under 5 years,142.0
1237,62823,Under 5 years,161.0
1238,62824,Under 5 years,132.0
1239,62825,Under 5 years,25.0
1240,62827,Under 5 years,105.0
1241,62828,Under 5 years,135.0
1242,62829,Under 5 years,0.0
1243,62830,Under 5 years,46.0
1244,62831,Under 5 years,10.0
1245,62832,Under 5 years,473.0
1246,62833,Under 5 years,21.0
1247,62835,Under 5 years,53.0
1248,62836,Under 5 years,44.0
1249,62837,Under 5 years,449.0
1250,62838,Under 5 years,164.0
1251,62839,Under 5 years,233.0
1252,62841,Under 5 years,5.0
1253,62842,Under 5 years,44.0
1254,62843,Under 5 years,7.0
1255,62844,Under 5 years,120.0
1256,62846,Under 5 years,78.0
1257,62848,Under 5 years,47.0
1258,62849,Under 5 years,218.0
1259,62850,Under 5 years,101.0
1260,62851,Under 5 years,2.0
1261,62852,Under 5 years,0.0
1262,62853,Under 5 years,94.0
1263,62854,Under 5 years,54.0
1264,62856,Under 5 years,23.0
1265,62858,Under 5 years,223.0
1266,62859,Under 5 years,278.0
1267,62860,Under 5 years,13.0
1268,62861,Under 5 years,0.0
1269,62862,Under 5 years,10.0
1270,62863,Under 5 years,507.0
1271,62864,Under 5 years,1613.0
1272,62865,Under 5 years,107.0
1273,62867,Under 5 years,13.0
1274,62868,Under 5 years,194.0
1275,62869,Under 5 years,139.0
1276,62870,Under 5 years,115.0
1277,62871,Under 5 years,40.0
1278,62872,Under 5 years,66.0
1279,62874,Under 5 years,10.0
1280,62875,Under 5 years,47.0
1281,62876,Under 5 years,6.0
1282,62877,Under 5 years,32.0
1283,62878,Under 5 years,9.0
1284,62879,Under 5 years,4.0
1285,62880,Under 5 years,24.0
1286,62881,Under 5 years,651.0
1287,62882,Under 5 years,153.0
1288,62883,Under 5 years,12.0
1289,62884,Under 5 years,135.0
1290,62885,Under 5 years,35.0
1291,62886,Under 5 years,17.0
1292,62887,Under 5 years,14.0
1293,62888,Under 5 years,96.0
1294,62889,Under 5 years,62.0
1295,62890,Under 5 years,169.0
1296,62891,Under 5 years,52.0
1297,62892,Under 5 years,9.0
1298,62893,Under 5 years,25.0
1299,62894,Under 5 years,55.0
1300,62895,Under 5 years,109.0
1301,62896,Under 5 years,674.0
1302,62897,Under 5 years,9.0
1303,62898,Under 5 years,170.0
1304,62899,Under 5 years,175.0
1305,62901,Under 5 years,725.0
1306,62902,Under 5 years,139.0
1307,62903,Under 5 years,345.0
1308,62905,Under 5 years,6.0
1309,62906,Under 5 years,349.0
1310,62907,Under 5 years,173.0
1311,62908,Under 5 years,49.0
1312,62910,Under 5 years,110.0
1313,62912,Under 5 years,166.0
1314,62914,Under 5 years,55.0
1315,62915,Under 5 years,20.0
1316,62916,Under 5 years,37.0
1317,62917,Under 5 years,150.0
1318,62918,Under 5 years,775.0
1319,62919,Under 5 years,10.0
1320,62920,Under 5 years,117.0
1321,62921,Under 5 years,24.0
1322,62922,Under 5 years,161.0
1323,62923,Under 5 years,40.0
1324,62924,Under 5 years,128.0
1325,62926,Under 5 years,140.0
1326,62927,Under 5 years,25.0
1327,62928,Under 5 years,5.0
1328,62930,Under 5 years,286.0
1329,62931,Under 5 years,50.0
1330,62932,Under 5 years,100.0
1331,62933,Under 5 years,81.0
1332,62934,Under 5 years,16.0
1333,62935,Under 5 years,140.0
1334,62938,Under 5 years,38.0
1335,62939,Under 5 years,89.0
1336,62940,Under 5 years,140.0
1337,62941,Under 5 years,23.0
1338,62942,Under 5 years,42.0
1339,62943,Under 5 years,24.0
1340,62946,Under 5 years,779.0
1341,62947,Under 5 years,11.0
1342,62948,Under 5 years,943.0
1343,62949,Under 5 years,35.0
1344,62950,Under 5 years,18.0
1345,62951,Under 5 years,148.0
1346,62952,Under 5 years,166.0
1347,62953,Under 5 years,12.0
1348,62954,Under 5 years,73.0
1349,62956,Under 5 years,93.0
1350,62957,Under 5 years,27.0
1351,62958,Under 5 years,115.0
1352,62959,Under 5 years,1507.0
1353,62960,Under 5 years,575.0
1354,62961,Under 5 years,1.0
1355,62962,Under 5 years,0.0
1356,62963,Under 5 years,22.0
1357,62964,Under 5 years,67.0
1358,62965,Under 5 years,0.0
1359,62966,Under 5 years,1137.0
1360,62967,Under 5 years,4.0
1361,62969,Under 5 years,10.0
1362,62970,Under 5 years,38.0
1363,62972,Under 5 years,63.0
1364,62974,Under 5 years,105.0
1365,62975,Under 5 years,0.0
1366,62976,Under 5 years,23.0
1367,62977,Under 5 years,70.0
1368,62979,Under 5 years,19.0
1369,62982,Under 5 years,63.0
1370,62983,Under 5 years,56.0
1371,62984,Under 5 years,85.0
1372,62985,Under 5 years,31.0
1373,62987,Under 5 years,88.0
1374,62988,Under 5 years,12.0
1375,62990,Under 5 years,170.0
1376,62992,Under 5 years,22.0
1377,62994,Under 5 years,74.0
1378,62995,Under 5 years,268.0
1379,62996,Under 5 years,36.0
1380,62997,Under 5 years,54.0
1381,62998,Under 5 years,7.0
1382,62999,Under 5 years,113.0
1383,63673,Under 5 years,91.0
1384,60002,5 to 9 years,1466.0
1385,60004,5 to 9 years,3568.0
1386,60005,5 to 9 years,1691.0
1387,60007,5 to 9 years,1929.0
1388,60008,5 to 9 years,1192.0
1389,60010,5 to 9 years,3226.0
1390,60012,5 to 9 years,594.0
1391,60013,5 to 9 years,1324.0
1392,60014,5 to 9 years,3217.0
1393,60015,5 to 9 years,1885.0
1394,60016,5 to 9 years,2679.0
1395,60018,5 to 9 years,1518.0
1396,60020,5 to 9 years,321.0
1397,60021,5 to 9 years,385.0
1398,60022,5 to 9 years,723.0
1399,60025,5 to 9 years,3299.0
1400,60026,5 to 9 years,1028.0
1401,60029,5 to 9 years,41.0
1402,60030,5 to 9 years,1898.0
1403,60031,5 to 9 years,2540.0
1404,60033,5 to 9 years,1101.0
1405,60034,5 to 9 years,134.0
1406,60035,5 to 9 years,2117.0
1407,60040,5 to 9 years,369.0
1408,60041,5 to 9 years,537.0
1409,60042,5 to 9 years,484.0
1410,60043,5 to 9 years,184.0
1411,60044,5 to 9 years,654.0
1412,60045,5 to 9 years,1032.0
1413,60046,5 to 9 years,2212.0
1414,60047,5 to 9 years,2832.0
1415,60048,5 to 9 years,1804.0
1416,60050,5 to 9 years,1939.0
1417,60051,5 to 9 years,994.0
1418,60053,5 to 9 years,1256.0
1419,60056,5 to 9 years,3102.0
1420,60060,5 to 9 years,2232.0
1421,60061,5 to 9 years,2096.0
1422,60062,5 to 9 years,2304.0
1423,60064,5 to 9 years,1022.0
1424,60067,5 to 9 years,2429.0
1425,60068,5 to 9 years,2674.0
1426,60069,5 to 9 years,337.0
1427,60070,5 to 9 years,774.0
1428,60071,5 to 9 years,276.0
1429,60072,5 to 9 years,65.0
1430,60073,5 to 9 years,4753.0
1431,60074,5 to 9 years,2766.0
1432,60076,5 to 9 years,1905.0
1433,60077,5 to 9 years,1702.0
1434,60081,5 to 9 years,399.0
1435,60083,5 to 9 years,609.0
1436,60084,5 to 9 years,932.0
1437,60085,5 to 9 years,5295.0
1438,60087,5 to 9 years,1793.0
1439,60088,5 to 9 years,467.0
1440,60089,5 to 9 years,2520.0
1441,60090,5 to 9 years,2510.0
1442,60091,5 to 9 years,1665.0
1443,60093,5 to 9 years,1951.0
1444,60096,5 to 9 years,385.0
1445,60097,5 to 9 years,569.0
1446,60098,5 to 9 years,2169.0
1447,60099,5 to 9 years,2425.0
1448,60101,5 to 9 years,2147.0
1449,60102,5 to 9 years,2004.0
1450,60103,5 to 9 years,2742.0
1451,60104,5 to 9 years,1458.0
1452,60106,5 to 9 years,1152.0
1453,60107,5 to 9 years,2688.0
1454,60108,5 to 9 years,1613.0
1455,60109,5 to 9 years,13.0
1456,60110,5 to 9 years,2622.0
1457,60111,5 to 9 years,0.0
1458,60112,5 to 9 years,300.0
1459,60113,5 to 9 years,10.0
1460,60115,5 to 9 years,2178.0
1461,60118,5 to 9 years,783.0
1462,60119,5 to 9 years,539.0
1463,60120,5 to 9 years,3428.0
1464,60123,5 to 9 years,3525.0
1465,60124,5 to 9 years,1571.0
1466,60126,5 to 9 years,3486.0
1467,60129,5 to 9 years,11.0
1468,60130,5 to 9 years,453.0
1469,60131,5 to 9 years,1103.0
1470,60133,5 to 9 years,2849.0
1471,60134,5 to 9 years,2655.0
1472,60135,5 to 9 years,317.0
1473,60136,5 to 9 years,835.0
1474,60137,5 to 9 years,2786.0
1475,60139,5 to 9 years,2253.0
1476,60140,5 to 9 years,1248.0
1477,60141,5 to 9 years,0.0
1478,60142,5 to 9 years,2127.0
1479,60143,5 to 9 years,381.0
1480,60144,5 to 9 years,0.0
1481,60145,5 to 9 years,245.0
1482,60146,5 to 9 years,87.0
1483,60148,5 to 9 years,2789.0
1484,60150,5 to 9 years,110.0
1485,60151,5 to 9 years,214.0
1486,60152,5 to 9 years,834.0
1487,60153,5 to 9 years,1326.0
1488,60154,5 to 9 years,657.0
1489,60155,5 to 9 years,439.0
1490,60156,5 to 9 years,2193.0
1491,60157,5 to 9 years,161.0
1492,60160,5 to 9 years,1684.0
1493,60162,5 to 9 years,395.0
1494,60163,5 to 9 years,246.0
1495,60164,5 to 9 years,1597.0
1496,60165,5 to 9 years,499.0
1497,60169,5 to 9 years,1742.0
1498,60171,5 to 9 years,924.0
1499,60172,5 to 9 years,1407.0
1500,60173,5 to 9 years,764.0
1501,60174,5 to 9 years,1696.0
1502,60175,5 to 9 years,1427.0
1503,60176,5 to 9 years,759.0
1504,60177,5 to 9 years,1332.0
1505,60178,5 to 9 years,1281.0
